"","C_1","C_2","S_1","S_2"
"COL1A1",777635.004705046,818979.47880725,6450.836103966,6422.4851897953
"FN1",783420.025552234,798502.199958617,8537.91539643176,8551.24408169128
"COL1A2",639085.874470144,652333.896286998,44.9640063008782,45.2606426342164
"MT-CO1",355831.758483459,366293.139081234,112732.257797352,112876.271009516
"EEF1A1",304191.706319376,308463.811107319,158110.682356303,158860.329581836
"COL6A3",309558.213753627,304605.106630324,719.424100814052,722.661594059655
"IGFBP5",264607.754148872,255951.533531223,1502.54721055435,1501.14464736818
"MT-ND4",147581.603260961,168103.928441077,68394.7499842659,68615.134233472
"COL6A1",215363.558832903,220215.489345234,2366.60553163622,2374.67505020855
"MT-RNR2",88238.7852435702,107900.518414071,115475.81158181,115675.641756442
"COL6A2",212206.166502387,205429.701063281,2726.31758204325,2734.49715915057
"ACTB",133856.74725377,130123.870892233,71180.2701746053,69573.9055132735
"AHNAK",194469.674014854,192642.240840405,3620.35190732571,3631.41222735196
"EEF2",133091.238542763,128840.263716876,57959.3535219371,57836.3121901334
"FLNA",171967.956021784,162599.00104625,21513.7782147602,21464.8597692771
"MT-CO3",128230.655550735,132245.698515776,56279.9478865993,56411.3562911995
"MT-CO2",106118.313960841,119600.13140952,72177.7217143798,72334.0503699168
"SPARC",151169.428690227,155634.413905444,3744.75232475814,3770.96587547413
"COL3A1",137686.939627869,141922.020774225,8980.81085849542,8984.23756289195
"LRP1",139931.813789038,143623.424348521,3899.12874639116,3890.9065784548
"COL12A1",138535.886139556,135655.074790138,0,0
"ACTG1",97929.4898083312,93998.9344606902,38932.0848556154,38958.8524914456
"FBLN1",122227.107130336,132362.628954473,5376.94575348002,5372.43828068148
"THBS1",129617.312333474,122619.301613175,26.9784037805269,28.665073668337
"MT-ND5",80227.431968698,94155.2796540039,36430.5873050766,36806.7089341887
"MT-ATP6",75740.3324654303,87335.2132801263,33698.2745221932,32923.3457961729
"MT-CYB",72217.4031033605,86050.2922796154,27518.7212562425,27682.1633791306
"PKM",70784.3919869096,71150.2012092734,32542.6995602606,32635.1863714017
"FTL",91959.0516262972,97154.7424803499,6477.81450774653,6485.0957454393
"RGS5",75.4913434729231,110.361312927319,100134.092631951,100080.332992779
"LAMC1",82829.896704212,84643.1855397921,5370.20115253489,5373.94696876929
"RPL13A",49114.4031815768,51210.2768485839,37684.3336807661,37794.8996317024
"SCD",72847.8220418362,73575.5224433666,14664.2612549264,14687.8328788471
"RPL4",46102.6958998676,46602.6920338683,40942.7253373697,40998.598786161
"RPL3",52471.78135182,50477.1624127095,35802.5900170743,35817.0095485871
"FBN1",77880.5782733644,76325.3584904723,3722.2703216077,3727.21392092772
"HSP90AB1",22026.2549701436,22794.866420107,57476.7398543076,57681.6716611331
"ANXA2",73929.8646316147,72690.0042896403,5954.73323444631,5943.47672191651
"APP",63439.2167079476,62716.7575464108,15677.4501969062,15738.6341320048
"HSP90AA1",16633.2593452007,21109.2287476576,59353.2377172643,59624.1075741849
"RPLP0",37860.8953659728,37642.4044842931,38929.0872551954,38890.9615274943
"GAPDH",41612.9475775306,44119.5624930036,33667.5491178876,33788.5784145303
"RPS2",34812.1046172944,35027.8924280388,41566.2262247419,41314.6689405566
"COL5A2",71964.4408822495,71349.9026326657,3112.25863612579,3102.61705257553
"MT-ND1",46033.8266040677,49975.281203921,25944.2316356067,26877.2782842855
"COL5A1",73222.6299401315,70871.6702766473,2220.47251115837,2207.21067246195
"GNAS",29315.8050486518,28343.1500450126,44468.6528314636,44446.7054108444
"HSPA8",28608.5703571686,29856.6766223015,43204.4148543039,43361.958675711
"MT-ND2",36286.1724293184,43180.1775079675,32755.5291900848,32799.6333729727
"SEPTIN11",63516.0324609552,65751.693651912,7114.80459700897,7127.04252680127
"MYH9",65681.4420500469,58513.8308790954,8787.46563140164,8797.16024000385
"MRC2",64745.0845090757,64037.1518260769,4111.2089761103,4102.12291074781
"FAT1",65503.9711724088,63769.131494682,1795.56265161507,1796.09316853449
"MMP2",54642.4885790502,54733.9559113347,9727.96276319501,9725.75775804919
"PSAP",53381.6507020989,52916.9357234956,11033.4177461305,11053.4032753195
"HDLBP",52384.3703225355,50214.3973819302,12848.464800476,12856.2855402492
"SULF1",64669.5931656028,62435.5989634769,0,0
"HNRNPA2B1",11430.9786932421,11834.9369863011,48521.4085993827,48682.3472173631
"LUM",55800.0225123017,62389.6150830905,267.535837490226,266.283447497973
"ITGB1",49440.2079270915,48791.5247402601,9788.66417170119,9832.87461228351
"PTMA",9970.1549765643,9127.14334412007,48312.3259700836,48008.7179861572
"PABPC1",36182.8684856186,37496.5698922106,20547.0520792913,20573.979453427
"CAVIN1",56606.5879188808,53372.8330518978,1513.03881202455,1513.96849611454
"TPM4",44733.2564410781,43047.4811674239,12588.4229640359,12590.0020927512
"DDX5",29466.7877355976,29345.5986374357,26974.6567800019,27083.9685523151
"PLEC",51470.5277436528,47903.378936226,5966.72363612654,5991.00039668244
"ENO1",20930.9682850189,20630.9963916392,34741.4394683736,34781.2951763075
"RACK1",28370.1766409383,29595.2254166761,25723.9080047324,25663.5387176446
"RPL8",20231.6800507434,20129.1151828507,34306.7874074651,34318.1279333507
"TUBB",16421.3538196627,18091.372369157,35993.687043853,36196.4446026706
"B2M",51458.6080578413,48826.9980194153,2899.42900630163,2912.52235351182
"CALU",43657.8358989726,46802.3934572606,7526.97465476702,7531.3709343336
"RPL7A",28746.3089487683,27185.6700844296,24548.0992399645,24553.8986290624
"RPS6",22864.6062055534,22164.2303462366,29889.0737884038,29924.8282216561
"AEBP1",49400.4756410532,48046.5858780007,3223.16985166796,3204.45349850252
"APLP2",43591.6154222419,42930.5507287271,8085.27773300292,8109.95281600767
"PXDN",36711.307889929,36149.8991094665,14818.6376765594,14749.6890904472
"PDGFRB",47628.4156837414,49997.6162315372,2225.71831189347,2234.36705804248
"TIMP2",42059.2735906951,41323.7425655115,8808.44883434205,8595.75038028159
"MT-RNR1",10609.8447817822,14143.3277816975,37943.6261171011,37882.4035407952
"CTSB",45710.6706776222,45730.3121316809,3866.90454187553,3862.99584883037
"VIM",43969.0721396065,47594.6300250603,3534.17089524903,3512.22586841519
"RPS3",16021.3821402097,15382.264901822,33166.2004476328,33185.8575234513
"DCN",48016.4676773829,48941.3008078043,104.916014702049,104.853822102601
"CAV1",45950.3888033871,49611.3516362916,777.877309005194,778.483053308521
"YBX1",14530.0970042358,13757.0631864519,34287.3030047347,34407.8948745752
"CALR",35239.8888969743,36687.2535974102,12259.4363179345,12306.3687322434
"FASN",29064.1672370754,28802.9888488764,18944.085254665,18927.2464055854
"LAMB1",38062.205615234,38353.1838925512,9299.30590312663,9319.92066242905
"RPL10",25010.149651626,24953.4811479592,22397.3209385725,22315.7598508004
"EPAS1",42235.4200587985,42880.6253728791,4657.52165266597,4691.26560903653
"RPL6",18165.6011767476,17416.0662400541,29246.0884983012,29380.9461660016
"LOXL2",46186.1337005482,45661.9932236783,559.801878445934,557.460248444765
"IGFBP4",43079.0689323468,44036.7915083081,2728.56578235829,2727.70806275544
"FADS2",36846.3976624595,39487.015000364,7976.6147177758,7971.90785597331
"RPL13",23794.3416988515,23267.8434755098,22102.8066973017,22066.0719722683
"LDHA",27861.6033796471,26708.7515535651,18147.4729430345,18141.2199118378
"UBC",32666.5611712219,35302.4818852031,11408.1177986378,11266.8826397443
"WNT5A",44077.6737214448,45224.4894474307,220.323630874303,218.759772732046
"SRRM2",28478.7782227766,28307.6767658574,16297.9534838583,16267.4293067813
"RPS18",14710.2167009431,13309.0488089731,29768.4203714964,29829.0265280803
"COL4A2",41656.6530921728,38664.5604540247,3640.58571016111,3631.41222735196
"TNS3",42660.5555194092,42573.1902868672,855.814919926716,853.917457698882
"HSPG2",41485.8042622078,42807.0511642608,878.296923077155,874.284746884279
"RPSA",17593.4562577949,18258.2281637018,24461.9182278878,24515.4270828233
"MXRA5",41117.6184115854,43149.9595294279,0,0
"LGALS1",37908.5741092189,37806.6326285302,4195.89118797695,4212.25714115774
"RPS11",17596.1050768641,17924.5165746121,23885.6295471315,23967.0189629054
"RPL19",21264.7194877413,20429.981143093,20512.5796744607,20521.1753703537
"PPIA",17091.5050441767,15893.3428866878,24428.1952231621,24711.5565342382
"HSPA5",26365.0206055347,26706.1239032573,14124.6931793159,14121.3205018755
"TLN1",33924.7502291039,33057.1546971938,7091.57319375351,7105.92089357197
"HNRNPU",11125.0400907466,11331.7419523587,29069.2300735178,29126.732223206
"RPS8",18471.5397792431,15897.2843621495,23198.4296508331,23078.4016791869
"CCN2",41761.2814454072,37888.0897880718,102.667814387005,105.608166146505
"RPS14",14952.5836457772,15310.0045183577,24615.5452494158,24610.4744323551
"DKK3",37936.3867094458,37743.5690211431,1861.50986085636,1867.00150866143
"CCND1",25697.5182000899,25829.8025256083,13804.6993344746,13775.8309297677
"TPT1",21454.1100511909,22442.7612788627,17568.1866618581,17635.8094024224
"CANX",25361.1181782983,27535.1475753661,12872.4456038364,12886.4593020053
"FBLN2",38083.3961677878,38744.7037884124,787.619510370384,778.483053308521
"DST",31829.5343453467,34895.1960874952,5191.09452743639,5194.41308632023
"MMP14",37304.6433614355,38481.9387576331,272.781638225328,267.79213558578
"MYOF",37121.874845659,36197.1968150068,408.423057232977,408.854471795754
"EIF4G1",21595.8218713945,21224.8453612005,15510.333973488,15505.5418224386
"RTN4",27878.820703597,31092.9860921183,7192.74220793049,7161.74235282084
"TPM2",37309.940999574,33291.0155745874,1218.5245707538,1207.70481428967
"NCL",11623.0180757609,12459.003934402,24113.447179056,24224.2502818765
"CCN1",37789.3772511038,32088.8655587719,1221.52217117386,1223.54603921165
"SVEP1",35451.7944225124,36163.0373610055,42.7158059858343,42.2432664586019
"MACF1",28399.3136506998,27566.6793790596,7691.84267787024,7722.97432148512
"P4HB",28567.5136615956,28889.7013090336,6901.2255670798,6897.72193745457
"GANAB",24877.7086981647,25222.815304508,10480.3604686297,10501.2234351821
"NPM1",14817.4938732467,14805.4956592614,20648.9704935733,20744.4612073492
"SLC38A2",24896.2504316493,32497.4651816338,6710.12854030106,6718.18805500552
"DYNC1H1",24167.8251876123,22857.930027494,11681.6488369682,11686.2979281547
"ACTN1",31548.7595240088,30575.338981483,4037.01836571385,4049.31882767456
"CSDE1",18532.4626178353,20013.4985693078,15638.4813914455,15658.6736633511
"RPL12",20693.8989783232,20699.3152996418,13823.4343371,13854.2827103336
"MAP4",29331.6979630671,28960.647867344,5218.07293121692,5220.06078381295
"CD44",32906.2792969868,34977.9670721907,349.969849041836,345.489572107852
"MFGE8",31584.5185814433,33729.8331759889,1419.36379889772,1400.06254548509
"LMNA",29607.1751462666,28364.1712474749,5024.72770412314,5021.66830026631
"FBN2",33765.8210849504,33000.6602155762,0,0
"FKBP10",29603.2019176627,29650.4060731397,3656.32311236642,3629.90353926415
"NUCKS1",8278.8840008639,8467.60311686395,24817.8832777697,24769.6410256188
"FKBP9",30715.7059267374,29160.3492907363,2856.7132003158,2797.10771479457
"ACTN4",27905.3088942893,27008.3036886536,5327.48534654906,5287.95174776428
"VCL",29739.6160997279,29335.0880362045,3053.80542793465,3064.14550633645
"ANPEP",31232.2256452364,33275.2496727406,257.793636125035,251.950910663804
"NONO",11923.659040118,11736.4000997588,20442.1360645893,20401.234667373
"MT-ND6",22605.0219367693,24928.5184700352,8371.54857311851,8265.34768905181
"RPL7",13584.4685965223,14459.9596437866,17954.1277159407,18034.1030576035
"PLXNB2",26436.5387204038,25811.4089734537,5779.37360987288,5772.24062395039
"FSCN1",10701.2290396705,10929.7114552663,21035.6609477609,21007.7272786715
"YWHAE",11909.0905352373,11577.4272561373,19829.8761787923,20078.3754165823
"RPL27A",12743.4685420433,11510.4221732886,19527.8679364714,19454.532892274
"ILF3",9359.60218110785,8533.29437455878,22647.6205736474,22663.5124550399
"SERPINH1",28394.0160125614,29227.354373585,2450.53834339786,2446.33773437939
"HNRNPK",11611.0983899494,10961.2432589598,19612.5501483381,19658.9601281719
"ANXA5",26874.9182763606,28845.0312538011,3031.32342478421,3048.30428141447
"CD63",27394.0868139288,26657.5123725632,3772.48012864368,3770.96587547413
"CDKN1A",28685.3861101762,29298.3009318954,1771.5818482546,1774.21719126128
"SPTAN1",21681.9084911443,20657.2728947171,9501.64393148059,9483.61331995614
"BSG",20737.6044929654,20779.4586340295,9712.97476109471,9743.10767105898
"ACLY",19723.1067894521,19314.5435874347,10921.0077303783,10941.7603568218
"ATP2B4",28858.8837592104,29001.3764471148,1366.15639144168,1348.01280645574
"L1CAM",26407.4017106423,25856.0790286862,3980.06395773274,3987.46261607446
"PAM",26984.8442677335,26878.2349984178,3059.05122866975,3076.96935508281
"TKT",24785.0000307418,24371.456604783,5292.26354161337,5306.81034886187
"ATP2A2",20456.8296716275,20730.8471033353,9221.36829220511,9248.25797825821
"GNB1",13432.1615000419,14018.5143920773,16012.4320438478,16065.2651030151
"ASPH",27870.8742463894,26899.2562008801,2230.21471252356,2248.69959487665
"PRPF8",15307.5254010534,15373.0681257448,14255.0887975884,14242.769892944
"EIF4G2",17340.4940366839,17413.4385897463,11832.2782580761,12178.1302447798
"RPL11",12405.744110717,12158.1379741597,17073.5825925485,17099.4707872069
"RPL18A",12050.8023554408,11749.5383512978,17405.56683907,17509.0796030466
"TMBIM6",22446.0927926158,23594.98593883,6303.20428327812,6302.54448681463
"SEPTIN9",18494.0547413315,18145.2392004667,11050.6539485458,10930.4451961633
"RPL23",11069.4148902928,9743.3273412976,18828.6776384928,18811.8317668681
"FHL1",26551.7623499151,25461.9314825172,3142.23464032637,3148.63203925365
"HNRNPC",10211.1975118638,10075.7251052335,18980.8058598107,18885.0031391268
"YWHAZ",13148.7378596347,14195.8807878534,15331.2273483895,15396.1619360726
"PCOLCE",20913.7509610689,21517.8283705194,7736.80668417112,7729.00907383635
"TTYH3",15202.897047819,15715.9764909118,13462.2234864829,13513.3192024892
"RPS19",13731.4780548643,12788.7740480301,15381.4371554254,15390.1271837214
"GRN",25623.3512661516,28608.5427260997,1477.06760698385,1479.26867009497
"SERPINE1",27133.1781356101,23694.8366505262,3127.9960383311,3120.72130962922
"COL16A1",28686.7105197108,27846.5241368396,163.369222893191,159.166593263661
"SLC25A6",10303.9061792867,10632.7869704856,17870.9443042841,17879.4625286033
"BGN",26006.1056216547,28040.9702596163,1248.50057495439,1273.33274610929
"SFPQ",9963.53292889123,10946.7911822669,17715.069082441,17787.432555247
"MAGED1",20508.4816434774,20578.4433854833,7542.71205697233,7544.19478307996
"LAMB2",25917.3701828356,27041.149317501,1500.2990102393,1510.95111993892
"RPS9",9799.30614659926,9939.0872892282,18099.5113363135,18131.4134392671
"CYBRD1",26308.0709955464,29185.3119686603,198.591027828879,198.392483546648
"SH3PXD2A",25407.4725120098,25073.0392369638,2545.71215673472,2518.00041855024
"CD81",23885.7259567398,24522.5464974811,3558.1516986095,3566.53863957625
"YWHAQ",7366.36583151576,7558.43611036746,20221.06303361,20127.407779436
"SF3B1",14122.1788675751,15960.3479695366,12444.5381438731,12479.8678623413
"DDX3X",12617.6496362551,13017.3796248081,14622.2948490456,14587.5051210079
"MARCKS",11877.3047064066,20355.0931093209,11507.7880126048,11087.3487572952
"EIF3A",15036.0214464578,14609.7357113308,12443.039343663,12424.8007471363
"DDR2",20501.8595958044,22995.8816686532,5278.02493961809,5316.61682143262
"PRRC2A",15123.4324757423,15292.9247913571,11679.4006366531,11723.2607863059
"MYLK",26341.1812339117,25697.1061850647,765.137507219945,755.09838794751
"RND3",24326.7543317658,25220.1876542002,1992.65487923392,1984.67917951039
"CLIC4",21092.5462482416,21926.4279933813,4991.7540995025,5019.40526813459
"RPLP1",11257.4810442078,10268.8574028563,15721.6648031021,15744.6688843561
"RHOA",18707.2846764042,18124.2179980044,7949.63631399527,7983.22301663186
"DDX17",20993.2155331457,20278.8912503949,5768.13260829766,5698.31490764784
"COL4A1",24612.8267912421,22536.0428647893,2720.32238120313,2723.18199849202
"SNRNP200",8374.24148735601,8467.60311686395,17864.9491034439,17847.0257347154
"HUWE1",17433.2027041068,17159.8703350442,8971.06865713022,8982.72887480414
"EGR1",22558.6676030579,17815.4690868387,6036.4178458929,6039.27841549227
"GJA1",24995.5811467452,26838.8202438009,305.755242845972,305.50933778096
"PEA15",21285.9100402951,22105.1082143112,4425.20762011143,4465.71673990935
"RPL29",9756.92504149166,9600.12039952287,16484.554110007,16328.5311743375
"CKAP4",22458.0124784273,24639.4769361779,2429.55514045745,2428.98782136961
"ALDH1A1",27494.7419385594,24447.658463709,0,0
"RPS5",8319.94069643689,8133.8915277742,17727.0594841212,17742.1719126128
"ATP5F1B",10711.8243159474,10461.9897004791,15355.9575518549,15356.9360457896
"TPI1",8308.02101062538,8425.56071193926,17530.7166566074,17557.3576218564
"FBLN5",24594.2850577576,26193.7320932376,502.847470464822,503.901821327609
"CAPN2",21741.5069202018,21232.7283121239,4310.54940404419,4321.63702752376
"GSN",25770.3607244936,24579.0409790986,468.375065634148,470.71068339585
"HNRNPH1",9110.61318860066,8710.66077033483,16666.6583355255,16632.5318240306
"GATA2",2817.01908012118,2929.83009318954,22660.3603754326,22711.0361298059
"SET",7835.20680676865,9150.79219689021,16996.394381732,17117.5750442606
"RPL10A",13030.8654110542,12721.7689651813,12616.1507679214,12627.7192949464
"NDST1",21677.9352625404,20788.6554101068,4252.84559595807,4260.53515996757
"ANTXR1",21035.5966382533,22662.1700795634,3536.41909556407,3490.34989114199
"STMN2",491.355937341306,570.200116791149,24644.7718535114,24607.4570561795
"RRBP1",25076.3701283566,22207.5865763152,1484.561608034,1468.70785348032
"SERPINE2",23725.4724030516,25756.22831699,317.745644526206,319.087530571225
"PRKDC",10107.893568164,9495.01438721113,15213.5715319022,15222.6628059748
"RPL28",14555.2607853934,15468.9773619792,9941.54179312418,9960.35875570322
"AP2M1",17929.8562795865,18105.8244458498,6930.45217117537,6952.78905265954
"NORAD",16112.7663980979,15926.1885155353,8914.86364925413,8883.15546100887
"STMN1",2712.39072688678,2502.83691817313,22314.1375269158,22228.2559417076
"IGF2R",19773.4343517674,18725.949918489,5466.12436597677,5454.66178146698
"RPS16",8268.288724587,7865.87119637928,16606.7063271244,16646.1100168209
"ECE1",22128.2345043088,22454.5857052477,2279.67511945453,2284.90810898402
"RPS7",5766.47911370363,5485.22001751854,18836.1716395429,19039.643668127
"TXNRD1",19297.9713288414,18869.1568602638,5397.17955631542,5393.55991391078
"KPNB1",8484.16747872886,7494.05867782653,16589.470124709,16379.8265693229
"ADAR",13486.462290961,14331.2047787047,10511.0858729353,10534.4145731139
"UCHL1",10408.5345325211,10439.6546728628,14002.5409621985,14004.3971750704
"RPL37A",8072.27611346432,7151.1503126595,16803.0491546382,16821.8721790504
"RPS20",7533.24143287696,6804.30047203078,17213.7204121862,17290.3198303146
"UBR4",16953.766452577,17162.497985352,7296.90882252752,7328.45238652353
"MAP4K4",15641.2766037758,15876.2631596872,8577.63360199754,8580.66349940352
"LRP10",22667.2691848961,23993.0749604607,1004.19614071961,1002.52323434789
"RPS27",6731.97366443628,5956.88324776744,17935.3927133153,17975.264222179
"RPL18",10503.8920190132,10174.2619917757,13937.3431530622,13922.9280183289
"RBFOX2",13731.4780548643,14266.8273461638,10220.3186321896,10262.0963732647
"ARF1",15299.5789438457,15922.2470400736,8581.38060252261,8591.97866006207
"LY6E",21092.5462482416,24702.5405435649,1217.77517064879,1219.77431899213
"PRRC2C",14281.1080117286,14788.4159322608,9537.61513652129,9545.46953155623
"MXRA8",23255.3070182641,24299.1962213187,221.822431084333,218.759772732046
"RPL14",12379.2559200248,10900.8073018806,12170.2577054377,12137.395666409
"XRCC5",7598.13750007298,7549.23933429019,16196.7844696814,16241.0272652446
"MYO1C",21172.0108203184,20026.6368208467,3133.99123917121,3124.49302984874
"DHCR24",19580.0705597139,19934.669060074,3967.32415594749,3961.06057453784
"H3-3B",6014.1436966762,6294.53631231888,17485.7526503065,17496.2557543002
"RPL37",7134.59416295854,6634.81702717811,16602.9593265993,16630.2687918989
"SERBP1",7067.04927669329,6462.70593201765,16695.1355395161,16766.0507198015
"HDGF",9068.23208349306,9111.37744227331,14416.9592202716,14384.5865731979
"RPS24",11746.1881624799,10988.8335871916,12048.1054883203,12161.5346758139
"YWHAG",5422.13263470433,5493.10296844192,17945.1349146805,18019.0161767254
"HMGB1",3442.14038045837,3782.50261806847,19826.1291782672,19697.431674411
"CCDC80",22574.5605174732,23091.7909048876,520.833072985173,525.02345455691
"PTBP1",10498.5943808748,10279.3680040874,12928.6506117125,12946.8068255176
"PDIA3",16296.8593234091,16943.0891846513,6590.22452349872,6639.73627443954
"EMILIN1",14446.6592035552,14614.9910119464,8580.6312024176,8582.92653153523
"CTSK",22893.7432153149,22839.5364753395,190.347626673718,192.35773119542
"TPM3",9609.91558314965,9171.81339935256,13490.7006904735,13569.895005782
"LMO7",22007.713236659,22210.214226623,757.643506169798,767.922236693871
"MYL6",18582.7901801506,16931.2647582662,5026.97590443819,5098.61139274447
"CTNNA1",16778.9443940081,15901.2258376112,6250.74627592709,6249.74040374138
"PFN1",12245.4905570289,12776.949621645,10039.7132068811,10043.3366005326
"ATF4",17708.6798873062,18531.5037957123,4428.20522053149,4335.96956435793
"RPS15",8612.63520358629,7696.38775152661,14286.563601999,14287.2761915343
"CYB5R3",21001.1619903534,21622.9343828312,1109.11215542166,1111.14877667001
"ANXA1",21414.3777651525,22219.4110027002,535.071674980451,529.549518820332
"SLC25A3",14931.3930932234,14492.805272634,7625.14606852394,7635.4704123923
"MSN",21411.7289460833,21301.0472201265,917.265728537916,923.317109738014
"SLC38A1",13210.9851077615,13892.3871773032,8629.34220924355,8668.92175254024
"NAP1L1",5150.62868010873,6838.45992603209,16058.1454502536,16084.1237041127
"DDB1",12004.4480217294,12084.5637655414,10023.9758046758,10013.9171828204
"TGFBI",21574.6313188406,22231.2354290853,143.88482016281,140.307992166071
"HSPD1",3529.55140974281,3878.41185430293,18262.1311591017,18317.7364181113
"GNS",20030.3698014823,19897.8819557649,1996.40187975899,1996.74868421285
"TTC3",12433.5567109439,14544.044453636,8391.78237595391,8379.25363968126
"ATP5F1A",10801.8841643011,10628.8454950239,11094.1191546367,11099.4182619977
"NFE2L1",15279.7128008266,15505.7644662883,6332.43088737369,6296.5097344634
"MT-ND3",5651.25548419233,5430.03936105488,16070.1358519339,16078.8432958054
"AKAP12",17083.558586969,16131.1452395431,4909.32008795089,4912.28841390028
"EHD2",20695.2233878578,21491.5518674415,316.996244421192,322.10490674684
"HMGA1",13367.2654328458,13895.014827611,7643.13167104429,7641.50516474353
"FUS",5653.90430326155,5663.90023844848,15572.5341822042,15509.3135426581
"LAMP1",18074.2169188593,17950.79307769,3139.98644001133,3119.96696558531
"MEGF6",20451.5320334891,19853.2119005324,981.714137569175,988.945041557628
"HNRNPA3",4493.72155094084,4107.01743108095,16775.3213507527,16796.2244815577
"HLA-A",19466.1713397373,18699.6734154111,1976.1680769236,1943.94460113959
"LARP1",12377.9315104902,12674.471259641,8507.18999212616,8481.84442965215
"DBN1",9819.17228961845,9456.91345774813,11345.9175899216,11380.0342463298
"LAPTM4A",15728.6876330603,17276.800773741,4467.92342609727,4449.87551498737
"RGS4",699.288234275498,691.072030949641,20142.3760225834,20232.2616015386
"TEAD1",16080.9805692672,17246.5827952014,4180.90318587666,4170.76821874304
"WDR1",16973.6325955962,16008.9595002308,4261.83839721824,4252.99171952853
"IGFBP3",19688.6721415522,20920.0379254965,423.41105933327,426.958728849441
"DPYSL3",15594.9222700644,15864.4387333021,4961.0286951969,4987.72281829064
"TRIO",12809.6890187739,12444.5518577091,8011.83652271149,8004.34464986116
"GPNMB",19352.2721197606,21454.7647631324,212.080229719142,210.461988249106
"TGOLN2",16335.2671999129,16927.3232828045,3975.56755710265,3940.69328535244
"PTK7",16531.2798110355,15853.9281320709,4379.49421370554,4378.96717486043
"LSS",17725.8972112562,17781.3096328373,2785.52019033941,2796.35337075067
"CHGA",0,0,20514.8278747757,20500.8080811683
"PLOD1",17308.7082078532,18846.8218326475,2339.6271278557,2345.25563249631
"TCF4",6774.35476954389,7017.14014696204,13483.9560895284,13479.3737205135
"BTF3",8437.81314501742,7797.55228837665,12162.0143042825,12192.462781614
"GPC1",19201.2894328147,19030.7573541931,1093.37475321636,1094.55320770413
"SEC31A",15842.5868530369,16160.0493929289,4172.6597847215,4184.3464115333
"RPS25",4144.07743380309,3584.11501983008,16254.4882777675,16281.0074995715
"SEPTIN2",12850.7457143469,12548.344044867,7402.57423733459,7436.32358480175
"COPA",13271.9079463537,12733.5933915664,7101.3153951187,7113.46433401101
"AGRN",16989.5255100115,17618.3953137542,2804.25519296477,2788.05558626773
"PARP1",3292.48210304714,3317.40851358906,16775.3213507527,16795.4701375138
"ITM2C",13514.2748911878,13940.9987079974,6298.70788264803,6299.52711063901
"CAP1",13501.0307958417,13345.8359132822,6599.2173247589,6577.88006283945
"NOTCH2",16910.0609379348,17195.3436141994,2960.87981491283,2951.74824379481
"UBA1",11282.6448253655,11325.1728265892,8628.59280913853,8622.90676586212
"ADAM33",20609.136768108,19188.4163726607,25.4796035704977,25.6476974927226
"SPTBN1",11931.6054973257,11549.8369279055,8076.28493174275,8100.90068748083
"CAPRIN1",9721.16598405711,10077.0389303874,9904.07178787345,9941.50015460562
"SQSTM1",18896.6752398538,17651.2409426016,1544.51361643517,1546.40529000239
"MAP1B",7391.5296126734,7593.90938952267,12306.6485245504,12333.525117824
"SCRN1",10142.3282160639,9883.90663276454,9743.70016540031,9752.15979958582
"CTTN",15552.5411649568,13775.4567386064,5096.67011420455,5091.82229634934
"HNRNPD",4046.07112824175,4354.01656001352,15554.5485796838,15537.2242722826
"GARS1",14071.8513052598,14671.485493564,5239.05613415733,5274.37355497401
"MORF4L1",11276.0227776924,11008.5409645001,8439.74398267485,8438.84681914964
"NES",9449.66202946151,9979.815868999,9819.38957600679,9847.96149316158
"RPN2",14097.0150864174,14219.5296406235,5343.22274875436,5364.89484024245
"NIBAN2",17369.6310464454,17676.2036205256,1969.42347597847,1963.55754628109
"EIF4H",9447.01321039229,8382.20448186067,10573.2860816515,10529.1341648065
"GLG1",15418.7758019609,15491.3123895955,4003.29536098819,3999.53212077692
"NID1",15944.5663872021,16543.6863378667,3181.95284589215,3196.91005806348
"NCOR2",14613.5348049164,14053.9876712325,5053.2049081137,5029.96608474925
"MCM7",1885.95917728846,1902.41882284236,17434.0440430605,17455.5211759294
"DHX9",5912.16416251103,6521.828063943,13065.0414308252,13139.9189007569
"RAN",6443.25238589072,6090.8934134649,12990.8508204287,13026.0129501275
"PLD3",15855.8309483831,16537.1172120972,3065.79582961488,3070.18025868768
"PGRMC1",17031.9066151191,17600.0017615996,1942.44507219794,1937.15550474446
"MASP1",18875.4846873,19445.9261028244,0,0
"PRKCSH",12411.0417488555,12812.4229008002,6520.53031373236,6548.4606451272
"HLA-C",18931.1098877537,17887.729470303,733.66270280933,730.959378542594
"PRRC2B",10111.8667967679,10088.8633567724,9021.27846416621,9038.55033405301
"TRIM28",6702.8366546748,5980.53210053758,12754.7897873491,12819.3226820979
"QSOX1",16077.0073406634,15970.8585707678,3084.53083224025,3072.44329081939
"RPL21",7212.73432550069,8187.75835908396,11314.442785511,11439.6274257982
"IQGAP1",15520.7553361261,15592.4769264455,3428.50548044197,3442.82621637606
"SLC2A1",16410.7585433858,16022.0977517697,2763.03818718897,2746.56666385303
"TMSB4X",12438.8543490823,10757.6003601058,7297.65822263254,7338.25885909428
"ADGRA2",15776.3663763063,16869.5149760331,2583.18216198545,2582.11966228204
"MORF4L2",11049.5487472736,11280.5027713567,7670.11007482481,7725.23735361683
"TNFRSF11B",18336.4500067126,19323.740363512,0,0
"PARVA",18609.2783708428,18063.7820409251,472.122066159222,469.956339351947
