"","C_1","C_2","S_1","S_2"
"ALAS1",1397.46545105711,1420.39226039677,734.414566728024,724.848933409018
"N4BP1",1486.02803323035,1508.11857620692,681.628519744448,673.348531989713
"RALGAPA1",787.946503158948,805.017956846125,1087.08656179221,1096.88168396041
"LINC00682",0,0,1562.92599981808,1563.45994756516
"EFHD2",1176.05899562402,1195.91609935314,865.997176600129,855.521593726657
"DGKA",2236.20519987424,2052.53777138171,294.530841864885,292.86049165306
"ANKRD12",1061.44859516453,1402.33096008291,828.511433090052,836.305026032886
"ARL16",608.216556983849,461.853250882873,1256.91993034807,1233.70364594006
"MTURN",467.55833823812,548.289473813466,1250.03479378499,1271.36811861985
"DYNC2H1",1073.17011339334,1290.0928795611,862.937115905429,860.133569973161
"OSER1",1403.97740562867,1422.97244615589,719.879278428199,727.923584240021
"TGIF1",1971.81984426884,1902.88699735262,415.403239305539,411.234548646686
"REXO1",1028.88882230673,1077.22755443352,945.558754662331,926.238562839731
"DUSP5",2723.29940182704,2149.29473734879,117.047321572279,119.142719701376
"RPF2",668.126539042216,681.169040408259,1159.76300329134,1159.14336328823
"IGF1R",1838.97597100898,1813.8705886629,475.074422852191,480.414192344259
"GTPBP3",317.783383092204,309.622291094663,1374.73226709402,1369.75694521195
"ALG13",830.925403331254,915.965944488379,1044.24571206641,1036.92599275585
"SLC9B2",778.829766758762,810.178328364369,1083.26148592384,1091.50104500616
"DDRGK1",1506.86628785934,1223.00804982392,750.4798853752,748.677477349293
"CCNB2",266.990137434024,189.643653295481,1410.68798025675,1432.01862453977
"DDX10",540.492229439609,545.709288054344,1231.67442961679,1237.54695947881
"CRELD2",927.302330990365,872.102786583302,1024.35531755086,1023.09006401633
"FAM3C",1160.43030465227,1189.46563495533,849.166842779278,870.894847881673
"COL8A1",2615.20095593912,2626.62910278639,2.29504552102508,3.07465083100326
"NDE1",652.497848070468,540.5489165361,1195.71871645406,1203.72580033778
"NDOR1",744.967602986642,812.758514123491,1091.67665283426,1090.73238229841
"SLC6A15",61.2123729726786,51.6037151824439,1518.55511974493,1518.10884780786
"SLC66A2",985.909922134419,1095.28885474737,937.908602925581,933.92518991724
"CHST15",2369.04907313409,2288.62476834139,174.423459597906,173.717771951684
"TTC1",1023.67925864948,1054.00588260142,924.138329799431,949.298444072256
"PKNOX1",830.925403331254,860.491950667252,1050.36583345581,1051.53058420311
"RNF34",1024.98164956379,1041.10495380581,945.558754662331,934.69385262499
"LSG1",912.97603093293,977.890402707312,990.694649909158,992.343555706302
"CCND3",1354.4865508848,1501.66811180912,705.343990128373,704.863703007497
"CPLANE1",1470.3993422586,1686.15139358635,615.837214808395,615.698828908402
"DESI1",1749.11099792143,1828.06161033807,489.609711152016,492.712795668272
"CAMLG",946.83819470505,927.576780404429,995.284740951208,994.649543829554
"PURA",1226.8522412822,1340.40650186398,788.730644058951,790.953926275588
"PIGQ",1009.35295859204,1095.28885474737,929.493436015156,922.395249300977
"PTPN14",2301.32474558985,2166.06594478308,225.679476234132,228.292824201992
"MRPL33",405.043574351129,319.943034131152,1335.71649323659,1332.09247253216
"TRAPPC1",915.580812761555,861.782043546813,1012.88008994573,1031.54535380159
"POGLUT1",730.641302929206,808.888235484808,1093.20668318161,1090.73238229841
"GABBR1",1526.40215157403,1363.62817369608,696.163808044273,688.72178614473
"INIP",552.21374766842,505.71640878795,1237.02953583252,1230.62899510905
"EARS2",912.97603093293,914.675851608818,1009.05501407736,1000.79884549156
"RIMKLB",588.680693269165,510.876780306194,1209.48898958022,1231.3976578168
"TSHZ3",1203.40920482458,1297.83343683846,800.970886837752,809.401831261608
"SMUG1",472.767901895369,527.647987740489,1249.26977861132,1249.07690009507
"KITLG",1745.2038251785,2133.81362279405,396.277859963663,397.398619907171
"PYGL",1980.93658066903,1847.41300353149,406.988072395114,415.07786218544
"NAGA",1962.70310786865,2069.308978816,349.611934369487,347.435543903368
"SPPL2B",1233.36419585376,1241.06935013778,800.205871664077,817.857121046867
"ITSN2",1191.68768659576,1293.96315819978,807.856023400827,802.48386689185
"IFNGR2",1396.1630601428,1444.90402510843,705.343990128373,694.102425098985
"ISOC2",979.397967562858,1011.4328175759,948.618815357032,952.373094903259
"EXOSC9",352.947937778636,344.454798842813,1338.01153875762,1327.48049628566
"BAZ2B",1087.49641345078,1141.73219841157,872.882313163204,885.499439328938
"MAD2L2",558.725702239981,577.961610043371,1205.66391371184,1198.34516138352
"SCRN3",472.767901895369,463.143343762434,1262.27503656379,1260.60684071134
"LARS2",806.17997595932,855.331579149007,1051.13084862948,1040.00064358685
"GAL",31.2573819434955,27.091950470783,1515.49505905023,1522.72082405436
"IAH1",1070.56533156472,970.149845429945,925.668360146781,940.074491579246
"CYB5R4",569.14482955448,553.449845331711,1193.42367093304,1213.71841553854
"ANO8",397.229228865255,350.905263240618,1318.12114424207,1310.56991671514
"ZNF330",1160.43030465227,1146.89256992982,853.756933821328,852.446942895653
"TERF2",823.111057845381,797.277399568758,1048.83580310846,1063.82918752713
"USP6NL",699.383920985711,719.871826795092,1116.92215356554,1113.02360082318
"CFAP36",914.278421847242,1073.35727579483,950.913860878057,942.380479702499
"TAF13",782.736939501699,792.117028050514,1061.84106106094,1075.35912814339
"CAPRIN2",1200.80442299595,1259.13065045163,804.795962706127,807.095843138355
"PABIR2",414.160310751315,367.676470674913,1304.35087111592,1299.03997609888
"FANCC",566.540047725855,503.136223028828,1218.66917166432,1214.48707824629
"AIG1",1097.91554076528,1208.81702814875,843.811736563553,855.521593726657
"SLC19A1",248.756664633651,232.216718320997,1386.97250987282,1391.27950102897
"PRKD2",1057.5414224216,1152.05294144806,885.887571115679,867.82019705067
"DENND5B",778.829766758762,833.400000196469,1049.60081828213,1057.67988586512
"SLC35A2",1298.48374156937,1447.48421086755,719.114263254524,715.624980916008
"TCHP",713.710221043146,621.824767948449,1139.10759360211,1130.70284310145
"PITHD1",946.83819470505,883.713622499351,988.399604388133,986.194254044295
"PDZRN3",1836.37118918036,1808.71021714466,450.59393729459,450.436346741977
"UPF3B",393.322056122318,376.70712083184,1295.93570420549,1305.18927776088
"KCTD9",1329.74112351287,1468.12569694053,705.343990128373,694.102425098985
"C1orf216",1252.90005956844,1145.60247705025,817.036205484927,819.394446462368
"PTGIS",2137.2234903865,2304.10588289612,207.319112065932,219.068871708982
"ASTN2",634.264375270095,583.121981561616,1177.35835228586,1155.30004974947
"C21orf58",269.594919262648,183.193188897676,1392.32761608855,1392.81682644448
"FOXRED1",423.277047151501,396.058514025257,1281.40041590567,1285.97271006711
"ATR",1022.37686773516,988.2111457438,928.728420841481,931.619201793987
"TMEM178B",19.5358637146847,16.7712074342943,1513.2000135292,1515.03419697686
"GTF2H3",698.081530071399,683.749226167381,1108.50698665511,1123.01621602394
"LNPEP",1534.2164970599,1647.44860719952,585.236607861394,580.340344351865
"NBN",894.742558132558,974.020124068628,966.214164351557,973.126988012531
"GRB10",2628.22486508224,2516.9712080237,0.765015173675025,0.768662707750814
"RNF168",892.137776303933,904.355108572329,1000.63984716693,981.58227779779
"GABPB1-AS1",596.495038755038,550.869659572588,1189.59859506466,1176.8226055665
"RNF38",924.697549161741,946.928173597845,967.744194698907,967.746349058275
"ATG2A",1643.61733386214,1573.91331306454,570.701319561569,568.041741027852
"SRD5A1",711.105439214522,731.482662711142,1097.79677422366,1089.96371959066
"ELK4",1041.91273144985,1204.94674951006,852.226903473978,857.827581849909
"GINS1",126.331918688294,139.330030992598,1442.05360237742,1439.70525161728
"PHC3",1424.81566025767,1700.34241526153,593.65177477182,595.713598506881
"DMPK",1422.21087842904,1403.62105296247,696.163808044273,670.27388115871
"GAB1",914.278421847242,940.47770920004,968.509209872582,972.35832530478
"PMS1",304.759473949081,358.645820517985,1325.77129597882,1319.0252065004
"XRCC2",53.3980274868048,61.9244582189327,1485.6594672769,1483.51902595907
"GAMT",883.021039903747,771.475541977536,1028.18039341923,1030.00802838609
"GSTA4",725.431739271957,748.253870145436,1079.43641005546,1084.5830806364
"MMP17",1967.9126715259,2029.31609954961,335.076646069661,335.905603287106
"APOD",2326.07017296179,2800.79164152714,0,0
"TTK",59.9099820583663,116.108359160499,1461.1789817193,1468.14577180406
"ORC3",685.057620928276,850.171207630763,1062.60607623461,1062.29186211163
"SMAD7",992.421876705981,1190.75572783489,872.882313163204,867.051534342919
"COMMD9",1120.05618630859,1194.62600647358,830.806478611078,831.693049786381
"NT5C1A",3.90717274293693,1.2900928795611,1515.49505905023,1513.49687156135
"NT5C3A",597.797429669351,712.131269517726,1126.86735082331,1129.9341803937
"HAUS1",346.435983207075,446.37213632814,1285.22549177404,1277.51742028185
"RAB12",1579.80017906083,1428.13281767413,613.54216928737,639.527372848678
"ACAT1",832.227794245567,824.369350039541,1032.77048446128,1017.70942506208
"RTCA",976.793185734233,975.310216948189,934.083527057206,940.843154286997
"KLHL8",363.367065093135,408.959442820868,1283.69546142669,1288.27869819037
"KRI1",721.52456652902,696.650154962992,1094.73671352896,1094.57569583716
"CAPN10",562.632874982918,523.777709101805,1198.01376197509,1186.81522076726
"OSBPL5",2305.23191833279,2242.18142467719,167.538323034831,166.799807581927
"MUL1",1104.42749533684,1215.26749254655,829.276448263728,821.700434585621
"TLCD3A",1011.95774042067,1064.32662563791,899.65784424183,894.723391821948
"CDK17",1233.36419585376,1322.34520155012,752.774930896225,757.132767134552
"RNF165",0,0,1507.0798921398,1515.03419697686
"SLC27A4",888.230603560996,864.362229305935,998.344801645908,986.962916752046
"SNAI2",2160.66652684412,2452.46656404565,143.822852650905,146.045914472655
"PASK",175.822773432162,140.62012387216,1418.3381319935,1413.57071955375
"POLR1E",634.264375270095,639.886068262304,1136.81254808109,1126.09086685494
"KLHL17",475.372683723993,425.730650255162,1239.32458135354,1243.69626114082
"TAF1B",462.34877458087,545.709288054344,1206.42892888552,1212.18109012303
"FNTA",662.916975384966,687.619504806065,1100.85683491836,1114.56092623868
"ARMC1",639.473938927345,639.886068262304,1125.33732047596,1131.4715058092
"SYP",29.9549910291832,19.3513931934165,1478.00931554015,1505.81024448385
"FBXL12",1452.16586945823,1495.21764741131,639.552685192321,629.534757647917
"RC3H1",718.919784700396,726.322291192898,1078.67139488179,1079.20244168214
"ZCCHC8",746.269993900954,820.499071400858,1047.30577276111,1036.92599275585
"MSL3",1117.45140447996,1060.45634699922,861.407085558079,859.364907265411
"ISCA1",919.487985504492,855.331579149007,978.454407130357,980.813615090039
"PLP2",1788.1827253508,1795.80928834905,453.65399798929,433.525767171459
"ENGASE",603.0069933266,545.709288054344,1167.41315502809,1160.68068870373
"FRG1CP",1058.84381333591,1148.18266280938,858.347024863378,841.685664987142
"AP5B1",1424.81566025767,1542.95108395507,629.607487934546,619.542142447156
"PPP2R5B",1259.41201414,1284.93250804285,749.714870201525,749.446140057044
"PACC1",242.24471006209,210.285139368459,1366.3171001836,1367.4509570887
"SOWAHC",1781.67077077924,1610.03591369225,495.729832541416,498.093434622528
"ANKRD13A",2062.9872082707,2073.17925745468,279.995553565059,272.106598543788
"SVIL-AS1",1607.15038826139,1749.36594468485,507.970075320217,505.011398992285
"CEP85",393.322056122318,362.516099156668,1275.28029451627,1275.98009486635
"AKR7A2",1409.18696928592,1375.23900961213,679.333474223423,669.505218450959
"MAP3K10",531.375493039423,559.900309729516,1179.65339780689,1170.67330390449
"SLC26A2",699.383920985711,757.284520302364,1065.66613692931,1068.44116377363
"ADO",638.171548013032,758.574613181925,1082.49647075016,1086.88906875965
"BCORL1",763.201075787014,816.628792762174,1028.18039341923,1032.31401650934
"ASB3",757.991512129765,783.086377893586,1044.24571206641,1038.46331817135
"ZSCAN25",612.123729726786,694.06996920387,1109.27200182879,1110.71761269993
"PAN2",629.054811612846,586.992260200299,1139.87260877579,1132.24016851695
"LRRC45",227.918410004654,206.414860729776,1371.67220639932,1362.83898084219
"PSMD10",1026.2840404781,1023.04365349195,890.47766215773,887.805427452191
"GPR108",1471.70173317291,1665.50990751338,565.346213345844,568.041741027852
"TET2",869.997130760624,815.338699882613,998.344801645908,994.649543829554
"ZNF37BP",570.447220468792,650.206811298793,1133.75248738639,1133.0088312247
"MRPL45",1127.87053179446,1167.53405600279,817.036205484927,813.245144800362
"CFAP20",523.561147553549,504.426315908389,1183.47847367526,1196.03917326027
"CACNA1B",6.51195457156155,2.58018575912219,1496.36967970835,1485.82501408232
"QDPR",858.275612531813,795.987306689197,1001.40486234061,1007.71680986132
"BRD3OS",1151.31356825208,1171.40433464148,805.560977879802,807.095843138355
"MMGT1",724.129348357645,741.803405747631,1055.72093967154,1063.06052481938
"GTF2E2",877.811476246498,1048.84551108317,923.373314625756,921.626586593227
"HSF2",329.504901321015,425.730650255162,1269.92518830054,1267.52480508109
"STX4",1522.49497883109,1186.88544919621,692.338732175898,690.259111560231
"ZNF346",883.021039903747,1001.11207453941,946.323769836006,923.163912008728
"CZIB",901.254512704119,993.371517262045,932.553496709856,930.850539086236
"ST3GAL6",2.60478182862462,2.58018575912219,1484.12943692955,1496.58629199084
"NENF",675.940884528089,1010.14272469634,992.989695430183,992.343555706302
"NFKBIZ",2092.94219929988,2012.54489211531,281.525583912409,273.64392395929
"FKBP7",1105.72988625115,1177.85479903928,818.566235832277,813.245144800362
"PTPA",724.129348357645,723.742105433775,1058.78100036624,1065.36651294263
"TNRC6B",1690.50340677738,1546.82136259376,532.450560877818,531.914593763564
"USP15",1109.63705899409,1229.45851422173,794.085750274676,800.177878768598
"FKTN",1120.05618630859,1350.72724490047,753.5399460699,761.744743381057
"CIAO2A",707.198266471585,679.878947528698,1073.31628866606,1083.0457552209
"FBXW4",1247.69049591119,1372.65882385301,709.169065996749,716.393643623759
"PLEKHG4B",358.157501435886,356.065634758863,1272.22023382157,1280.59207111286
"TERF1",708.500657385897,803.727863966564,1039.65562102436,1037.6946554636
"GOLGA1",1190.38529568145,1192.04582071445,780.315477148526,781.729973782578
"SELENON",1379.23197825674,1379.10928825081,667.858246618297,671.811206574212
"POP7",329.504901321015,292.851083660369,1304.35087111592,1299.03997609888
"TMEM170B",104.191273144985,140.62012387216,1409.1579499094,1417.4140330925
"CMTM6",1049.72707693572,1066.90681139703,858.347024863378,860.133569973161
"CRNDE",312.573819434955,353.485448999741,1286.75552212139,1289.04736089812
"NSRP1",1049.72707693572,1375.23900961213,761.19009780665,767.125382335313
"STAMBP",709.803048300209,847.591021871641,1028.18039341923,1012.32878610782
"SDK1",177.125164346474,167.712074342943,1376.26229744137,1381.28688582821
"PIAS4",816.599103273819,811.46842124393,1002.93489268796,994.649543829554
"ACP2",1578.49778814652,1577.78359170322,550.045909872343,543.444534379826
"RANBP6",540.492229439609,510.876780306194,1168.94318537544,1169.90464119674
"OCIAD2",256.571010119525,202.544582091092,1344.89667532069,1343.62241314842
"TSEN54",403.741183436816,243.827554237047,1285.99050694772,1290.58468631362
"SLC25A4",243.547100976402,322.523219890274,1313.53105320002,1309.80125400739
"GLI2",1958.79593512572,1715.82352981626,390.157738574263,392.017980952915
"NEURL4",608.216556983849,575.381424284249,1126.86735082331,1128.3968549782
"TMEM167B",1436.53717848648,1541.66099107551,595.18180511917,596.482261214632
"MAP2K3",1874.14052569542,1776.45789515563,392.452784095288,400.473270738174
"THOC1",504.025283838864,577.961610043371,1146.75774533886,1163.75533953473
"ZNF714",54.7004184011171,56.7640867006883,1447.40870859315,1437.39926349402
"ACOX1",1100.5203225939,1055.29597548098,833.101524132103,840.917002279391
"TOM1",1846.79031649486,1764.84705923958,410.048133089814,402.010596153676
"TRMT10C",386.810101550756,490.235294233217,1216.37412614329,1212.94975283079
"KATNB1",660.312193556342,617.954489309765,1087.08656179221,1104.56831103792
"YIF1B",948.140585619362,964.989473911701,908.83802632593,907.021995145961
"SNN",649.893066241843,638.595975382743,1095.50172870264,1089.96371959066
"DDHD1",1151.31356825208,1155.92322008674,794.850765448351,784.804624613582
"RPIA",377.69336515057,403.799071302623,1236.26452065884,1246.00224926407
"CADM4",125.029527773982,119.978637799182,1406.0978892147,1392.81682644448
"PLEKHG3",648.590675327531,530.228173499611,1123.80729012861,1123.01621602394
"PSMG2",993.724267620293,1026.91393213063,875.942373857904,872.432173297174
"AGPAT2",1432.63000574354,1362.33808081652,646.437821755396,644.139349095183
"ZNF706",776.224984930137,860.491950667252,986.104558867108,987.731579459797
"PDP1",1199.50203208164,1199.78637799182,758.895052285625,764.05073150431
"MICU2",776.224984930137,811.46842124393,996.814771298558,1006.17948444582
"TMEM41B",1008.05056767773,985.630959984678,887.417601463029,875.506824128178
"ZNF251",1150.01117733777,1023.04365349195,828.511433090052,828.618398955378
"PIGN",922.092767333116,788.24674941183,960.094042962157,968.515011766026
"CYB5A",1304.99569614094,1257.84055757207,709.169065996749,714.087655500507
"NHSL2",1521.19258791678,1468.12569694053,586.001623035069,584.95232059837
"SLC2A3",2632.13203782518,2279.59411818446,16.0653186471755,16.1419168627671
"KCTD10",1620.17429740451,1389.4300312873,586.001623035069,571.116391858855
"KIFC2",677.243275442402,615.374303550643,1088.61659213956,1083.0457552209
"VPS50",638.171548013032,709.551083758603,1065.66613692931,1071.51581460464
"KCTD1",743.665212072329,779.216099254903,1020.53024168248,1012.32878610782
"C2CD2",1650.1292884337,1646.15851431996,493.434787020391,489.638144837269
"BPNT1",474.070292809681,513.456966065317,1173.53327641749,1175.285280151
"LRRC37A16P",1066.65815882178,1115.93034082035,820.861281353302,820.93177187787
"MAGOH",345.133592292762,288.980805021686,1282.16543107934,1275.2114321586
"BAMBI",110.703227716546,147.070588269965,1393.09263126222,1385.89886207472
"ZBTB2",1405.27979654298,1429.4229105537,629.607487934546,624.922781401412
"UBE2E1",712.407830128834,668.268111612648,1040.42063619803,1073.05314002014
"PIAS2",726.734130186269,801.147678207441,1016.70516581411,1008.48547256907
"CPPED1",1626.68625197608,1362.33808081652,580.646516819344,581.109007059616
"GLIPR2",1331.04351442718,1497.79783317043,624.252381718821,629.534757647917
"INPP5A",1643.61733386214,1533.92043379814,523.270378793717,524.227966686056
"UIMC1",993.724267620293,1033.36439652844,865.997176600129,860.902232680912
"WDR74",557.423311325669,544.419195174783,1139.87260877579,1134.5461566402
"NUP42",354.250328692949,300.591640937736,1266.10011243217,1272.90544403535
"DCUN1D1",777.52737584445,877.263158101546,970.039240219932,975.432976135784
"PTPRG",2065.59199009933,2271.85356090709,177.483520292606,179.867073613691
"SHPRH",638.171548013032,663.107740094404,1074.84631901341,1079.20244168214
"SLC30A1",750.177166643891,989.501238623361,948.618815357032,945.455130533502
"AFTPH",705.895875557273,732.772755590703,1033.53549963496,1036.1573300481
"PLEKHH2",2241.41476353149,2354.419505199,100.216987751428,101.463477423108
"CNTRL",378.995756064882,420.570278736918,1223.25926270637,1223.7110307393
"RPAP2",810.087148702257,1114.64024794079,890.47766215773,890.111415575443
"TYMS",488.396592867117,467.013622401117,1161.29303363869,1193.73318513701
"CRYBG1",1103.12510442253,1195.91609935314,781.080492322201,776.349334828323
"WDR47",883.021039903747,913.385758729257,925.668360146781,928.544550962984
"B3GALNT2",695.476748242774,734.062848470264,1028.94540859291,1042.3066317101
"EXOC1",877.811476246498,795.987306689197,952.443891225407,973.895650720282
"ELP6",584.773520526228,496.685758631022,1145.22771499151,1130.70284310145
"MOCS2",1225.54985036788,1287.51269380197,715.289187386149,713.318992792756
"PIP4P1",1368.81285094224,1284.93250804285,669.388276965647,676.423182820717
"LYST",1859.81422563798,1815.16068154246,374.857435100762,365.114786181637
"SRA1",971.583622076984,953.378637995651,889.712646984055,883.193451205686
"KIF7",1100.5203225939,1108.18978354298,798.675841316727,805.558517722854
"MTIF2",725.431739271957,674.718576010454,1038.89060585068,1043.07529441786
"GPATCH11",362.064674178822,396.058514025257,1230.14439926944,1231.3976578168
"ANKRD9",954.652540190924,1097.86904050649,842.281706216203,853.215605603404
"BHLHE40",2438.07579159265,2187.99752373562,86.4467146252779,86.858885975842
"C1orf122",1008.05056767773,1028.20402501019,852.226903473978,852.446942895653
"PPP2R3B",816.599103273819,779.216099254903,987.634589214458,976.970301551285
"MRPS22",1338.85785991306,1309.44427275451,674.743383181372,667.199230327707
"STX18",1258.10962322569,1091.41857610869,759.6600674593,758.670092550054
"EOGT",2132.01392672925,2039.63684258609,217.264309323707,221.374859832235
"COQ4",1186.47812293852,1216.55758542611,742.82973363845,741.759512979536
"ELOB",224.011237261717,175.452631620309,1367.08211535727,1302.11462692988
"PLAGL2",1142.1968318519,1096.57894762693,793.320735101001,787.879275444585
"MCTS1",569.14482955448,593.442724598105,1111.56704734981,1106.10563645342
"MRRF",859.578003446125,786.956656532269,966.979179525232,963.903035519521
"OFD1",549.608965839795,540.5489165361,1128.39738117066,1128.3968549782
"DDX3Y",2315.65104564729,2586.63622352,0,0
"EMSY",1034.09838596397,1104.3195049043,819.331251005952,815.551132923614
"TIMM8B",307.364255777705,254.148297273536,1289.05056764242,1275.2114321586
"CEP20",1054.93664059297,986.921052864239,842.281706216203,844.760315818145
"IFT172",787.946503158948,750.834055904558,994.519725777533,990.037567583049
"NOMO2",1600.63843368983,1772.58761651695,438.35369451579,460.428961942738
"GSPT1",718.919784700396,856.621672028568,972.334285740957,989.268904875298
"VPS37C",1010.65534950635,1060.45634699922,834.631554479453,833.999037909634
"IDH3G",1351.88176905618,1319.765015791,657.913049360522,654.900627003694
"ADAM17",592.587866012101,735.352941349825,1056.48595484521,1050.76192149536
"ECI1",1092.70597710803,1082.38792595176,801.735902011427,804.789855015103
"CIR1",1065.35576790747,1213.97739966699,769.605264717076,774.04334670507
"LMBR1L",898.649730875495,874.682972342424,917.253193236355,926.238562839731
"SLC12A6",1320.62438711268,1335.24613034574,663.268155576247,657.206615126946
"SNAPIN",638.171548013032,713.421362397287,1050.36583345581,1041.53796900235
"MRPS33",424.579438065813,448.952322087262,1186.53853436996,1187.58388347501
"BRAP",916.883203675867,877.263158101546,908.83802632593,920.089261177725
"TOP1MT",683.755230013963,615.374303550643,1066.43115210299,1054.60523503412
"EEF2K",998.933831277542,1026.91393213063,845.341766910903,844.760315818145
"INTS2",296.945128463207,371.546749313596,1246.97473309029,1246.00224926407
"NBEAL2",367.274237836072,406.379257061746,1216.37412614329,1214.48707824629
"KIAA1671",177.125164346474,202.544582091092,1325.77129597882,1336.70444877867
"UNC50",1415.69892385748,1181.72507767796,674.743383181372,675.654520112966
"SDHAP3",804.877585045008,672.138390251332,998.344801645908,1014.63477423108
"GFOD2",660.312193556342,630.855418105376,1063.37109140829,1058.44854857287
"UFL1",1254.20245048276,1336.5362232253,673.978368007697,677.960508236218
"BAG2",1811.62576180842,1895.14644007525,346.551873674787,345.129555780116
"MMS22L",170.613209774913,211.57523224802,1328.83135667352,1327.48049628566
"ZNF91",412.857919837003,428.310836014284,1201.07382266979,1182.9719072285
"PRUNE1",483.187029209867,461.853250882873,1166.64813985441,1155.30004974947
"JAGN1",776.224984930137,748.253870145436,986.869574040783,991.574892998551
"PISD",1262.01679596863,1189.46563495533,725.999399817599,703.326377591995
"PIGX",489.698983781429,592.152631718544,1112.33206252349,1126.09086685494
"FASTKD2",583.471129611915,797.277399568758,1032.00546928761,1027.70204026284
"FOXJ2",1634.50059746195,1678.41083630899,460.539134552365,455.816985696233
"ILKAP",864.787567103374,647.626625539671,995.284740951208,986.194254044295
"ZNF770",547.004184011171,682.45913328782,1074.08130383974,1073.05314002014
"ZNF331",595.192647840726,625.695046587132,1074.84631901341,1076.89645355889
"RIPOR2",2522.73120102295,2332.48792624646,0.765015173675025,0.768662707750814
"FAM177A1",988.514703963044,1050.13560396273,830.041463437403,837.073688740637
"ARMCX4",1054.93664059297,930.156966163551,855.286964168678,843.991653110394
"VAMP4",1351.88176905618,1448.77430374711,605.127002376945,610.318189954147
"RBM18",631.659593441471,802.437771087002,1004.46492303531,1018.47808776983
"NDC80",132.843873259856,181.903096018115,1337.24652358394,1346.69706397943
"ARHGEF10L",1011.95774042067,979.180495586873,846.871797258253,844.760315818145
"RIT1",1054.93664059297,1127.5411767364,787.965628885276,790.185263567837
"GDF15",2210.15738158799,2217.66965996553,126.227503656379,122.98603324013
"NOVA2",0,7.74055727736658,1441.28858720375,1421.25734663126
"HEXD",571.749611383104,509.586687426633,1113.86209287084,1113.79226353093
"UNC13D",35.1645546864324,27.091950470783,1414.51305612512,1415.10804496925
"TSR3",802.272803216384,1046.26532532405,881.297480073629,890.111415575443
"RABEP1",1159.12791373796,1084.96811171088,769.605264717076,768.662707750815
"ARRB2",203.172982632721,198.674303452409,1310.47099250532,1317.4878810849
"CENPA",130.239091431231,125.139009317426,1360.96199396787,1352.84636564143
"GINS2",104.191273144985,104.497523244449,1370.14217605197,1370.5256079197
"FAM83D",237.035146404841,197.384210572848,1306.64591663694,1299.80863880663
"TMEM18",804.877585045008,750.834055904558,955.503951920107,986.962916752046
"PDE8A",1377.92958734243,1353.30743065959,625.782412066171,618.773479739406
"MORC4",1630.59342471901,1949.33034101682,369.502328885037,372.032750551394
"IQCB1",562.632874982918,610.213932032399,1083.26148592384,1082.27709251315
"CSNK2A2",997.63144036323,1081.0978330722,807.856023400827,820.163109170119
"CACNG7",0,5.16037151824439,1428.28332925127,1426.63798558551
"C1GALT1",428.48661080875,390.898142507012,1185.00850402261,1188.35254618276
"COIL",474.070292809681,545.709288054344,1129.16239634434,1125.32220414719
"CSTF1",1107.03227716546,1143.02229129113,765.7801888487,760.207417965556
"SECTM1",2329.97734570472,2411.18359189969,26.0105159049509,26.1345320635277
"TRIM4",1695.71297043463,1714.5334369367,416.168254479214,421.227163847446
"TOX",789.24889407326,792.117028050514,957.033982267457,960.059721980767
"FBXL17",906.464076361368,943.057894959162,881.297480073629,876.275486835929
"PMAIP1",612.123729726786,661.817647214843,1046.54075758743,1049.99325878761
"CTNS",1621.47668831883,1572.62322018498,481.959559415266,478.108204221007
"ZNF48",285.223610234396,328.97368428808,1247.73974826397,1237.54695947881
"ZNF252P",475.372683723993,561.190402609077,1110.80203217614,1124.55354143944
"DGCR6L",1084.89163162216,1037.23467516712,791.025689579976,801.7152041841
"HYAL2",931.209503733302,848.881114751202,904.24793528388,889.342752867692
"PLEKHH3",898.649730875495,968.859752550384,875.942373857904,865.514208927417
"AKAP10",1113.54423173703,1126.25108385684,756.6000067646,764.81939421206
"ITGA1",1291.97178699781,1474.57616133833,604.36198720327,604.16888829214
"E2F2",49.4908547438678,60.6343653393716,1392.32761608855,1387.43618749022
"BTD",1637.10537929057,1711.95325117758,436.82366416844,425.839140093951
"MMP11",1631.89581563333,1646.15851431996,451.358952468265,452.74233486523
"KDM7A",399.834010693879,374.126935072718,1188.06856471731,1196.03917326027
"GRPEL1",655.102629899092,643.756346900987,1036.59556032966,1036.92599275585
"SYT14",616.030902469723,621.824767948449,1051.89586380316,1057.67988586512
"ALG3",946.83819470505,984.340867105117,847.636812431928,850.909617480152
"INTS6",862.18278527475,993.371517262045,872.117297989529,870.126185173922
"PSMD5",1232.06180493945,1226.8783284626,690.808701828548,694.102425098985
"ZNF271P",824.413448759693,901.774922813207,906.542980804905,911.633971392466
"FEZ1",950.745367447987,986.921052864239,841.516691042528,850.909617480152
"AP3M2",825.715839674005,806.308049725686,932.553496709856,938.537166163744
"SHARPIN",1151.31356825208,1278.48204364505,702.283929433673,695.639750514487
"ZBTB10",341.226419549825,334.134055806324,1224.78929305372,1211.41242741528
"SMPD4BP",1110.9394499084,1034.654489408,775.725386106476,790.185263567837
"AHSA2P",1400.07023288573,1256.55046469251,627.312442413521,636.452722017674
"SLC9A6",1075.77489522197,1109.47987642254,765.7801888487,775.580672120572
"KLHL18",984.607531220107,937.897523440918,843.811736563553,851.678280187902
"SEZ6L",0,3.87027863868329,1408.39293473572,1421.25734663126
"BYSL",427.184219894438,401.218885543501,1171.23823089646,1169.90464119674
