"","C_1","C_2","S_1","S_2"
"COL1A1",764706.639683959,804185.846938808,6585.25061499462,6544.39429379043
"FN1",770395.483197675,784078.459317968,8715.81787367956,8713.56045506323
"COL1A2",628460.92135592,640550.466095278,45.9009104205015,46.1197624650489
"EEF1A1",299134.447590166,302891.876541993,161405.196387478,161875.754276075
"MT-CO1",349915.971730117,359676.604728754,115081.232575934,115018.844274293
"COL6A3",304411.735574959,299102.873754722,734.414566728024,736.37887402528
"MT-RNR2",86771.7946660577,105951.457919714,117881.953126758,117871.351582756
"MT-ND4",145128.024363649,165067.383939842,69819.8748406249,69917.5598970141
"IGFBP5",260208.5879432,251328.154238816,1533.85542321843,1529.63878842412
"ACTB",131631.347318631,127773.37897749,72663.4362411749,70894.5301985654
"MT-CO2",104354.072009274,117439.735012206,73681.6714373364,73707.0670462256
"EEF2",130878.565370158,126512.958234159,59167.0385472001,58934.1384659627
"MT-CO3",126098.790714632,129856.878977981,57452.6395429944,57482.1346110214
"COL6A1",211783.088967239,216237.627914754,2415.91791846573,2419.75020399956
"COL6A2",208678.189027519,201718.922648173,2783.12520182974,2786.4023155967
"FLNA",169108.948268882,159661.894774481,21962.0556058626,21872.2973490494
"AHNAK",191236.569903048,189162.448651405,3695.78830402405,3700.34227511242
"RGS5",74.2362821158017,108.367801883132,102220.562491283,101980.018762716
"ACTG1",96301.3889860809,92300.9851610782,39743.3032875912,39698.3542044986
"SPARC",148656.201350521,152823.112419928,3822.7808228541,3842.54487604632
"COL3A1",135397.861842822,139358.413035949,9167.9418413215,9154.7728493122
"MT-ND5",78893.6320253826,92454.506213746,37189.682637864,37505.3594992855
"LRP1",137605.414442582,141029.08331498,3980.37394863116,3964.7622465787
"MT-ATP6",74481.1316076924,85757.6340759444,34400.4373146449,33548.2838797843
"COL12A1",136232.694418896,133204.670000442,0,0
"FBLN1",120195.052700055,129971.697244262,5488.98387111831,5474.4158046013
"PKM",69607.5848063358,69864.9798926312,33220.783916838,33254.6547254235
"MT-CYB",71016.7717756217,84495.9232397336,28092.1221925206,28207.6153863316
"THBS1",127462.394001917,120404.368449437,27.5405462523009,29.209182894531
"HSP90AB1",21660.063295928,22383.111460385,58674.3687753534,58776.5626108738
"HSP90AA1",16356.7274928483,20727.9222959081,60589.9667702357,60755.8690833321
"RPL4",45336.2277272115,45760.8845309117,41795.8389985613,41776.8181662568
"RPL13A",48297.8646663577,50285.2402595324,38469.5530234223,38512.3076464391
"RPL3",51599.4256341395,49565.3684327373,36548.5999223243,36496.8740267164
"RPS2",34233.3451826991,34395.1662619784,42432.331623059,42098.8878408044
"GNAS",28828.422888303,27831.1736907715,45395.2353907023,45290.3754033857
"RPLP0",37231.449067446,36962.451092305,39740.2432268965,39629.174560801
"FTL",90430.210744361,95399.788257784,6612.79116124692,6608.19329853375
"HSPA8",28132.9461400602,29317.3606880259,44104.6547927126,44185.0384296401
"GAPDH",40921.1225276928,43322.6089885412,34369.0716925242,34429.9400055745
"SCD",71636.7098508343,72246.491348301,14969.8169184729,14966.6315826161
"MT-ND2",35682.9062703287,42400.192579655,33438.0482261617,33422.2231957132
"HNRNPA2B1",11240.9359814296,11621.1566590864,49532.4374499369,49606.4165074066
"MT-ND1",45268.5033996673,49072.552952745,26484.8253126294,27387.4522771615
"PTMA",9804.39880294308,8962.27523431094,49318.9982164815,48920.0007093851
"LAMC1",81452.8301720062,83114.2337657237,5482.09873455523,5475.9531300168
"APP",62384.5247955597,61583.8736987285,16004.1174332815,16037.378734513
"ANXA2",72700.7632278275,71376.9687474768,6078.81057002175,6056.29347436867
"FBN1",76585.7953252211,74946.6557452224,3799.83036764385,3797.96243899677
"ENO1",20582.9860097918,20258.3284877479,35465.3384364005,35441.5001289746
"TUBB",16148.3449465583,17764.5789515563,36743.6787916115,36883.5113687151
"RPL8",19895.3236070349,19765.5130077556,35021.629635669,34969.5412264156
"MT-RNR1",10433.4536145559,13887.8498484752,38734.2482735139,38601.4725205382
"MYH9",64589.4726134904,57456.8665770126,8970.56792651335,8964.14449779
"SEPTIN11",62460.0634685898,64563.9882505147,7263.05405887069,7262.3252628297
"COL5A2",70768.015110988,70061.0740103245,3177.10801627238,3161.5097169791
"DDX5",28976.8954525346,28815.5145578767,27536.7211764325,27598.0658590852
"COL5A1",72005.2864795847,69591.4802021643,2266.7399595991,2249.10708287888
"RPS6",22484.4767446877,21763.8668781957,30511.8651868547,30492.8496164748
"YBX1",14288.5307209204,13508.5625418842,35001.7392411534,35061.0120886379
"RACK1",27898.515775484,29060.6322049933,26259.9108515689,26150.6739803905
"RPS3",15755.022890436,15104.4074339013,33857.2765413356,33815.7785020816
"HDLBP",51513.4678337948,49307.3498568251,13116.1851526583,13100.3185281971
"PABPC1",35581.3197790123,36819.2507826737,20975.1860318218,20964.5066911957
"PSAP",52494.168192272,51961.0709100823,11263.3184020174,11263.2146566727
"MMP2",53734.0443426973,53745.2693625153,9930.6619694755,9910.36829103125
"MRC2",63668.6822370716,62880.4170426874,4196.87324278119,4179.98780474893
"RPL7A",28268.3947951487,26694.6018638782,25059.6020440728,25019.971137289
"RPL6",17863.5937807077,17101.4712114619,29855.4821678415,29938.6438041865
"FAT1",64414.9522309726,62617.238095257,1832.97635612536,1830.18590715469
"ITGB1",48618.2528312786,47910.1792682605,9992.62819854318,10019.5183955319
"RPS18",14465.6558852668,13068.6408699539,30388.697743893,30395.2294525905
"TPM4",43989.5555218126,42269.8931988193,12850.7248873931,12828.9805923611
"RPL10",24594.3500258737,24502.7340615039,22864.0084956255,22739.3488833923
"SULF1",63594.4459549558,61307.7938225025,0,0
"PXDN",36100.9737538229,35496.9055811236,15127.41004425,15029.6619246517
"HNRNPU",10940.0836802234,11127.0510862145,29674.9385868542,29679.6044716745
"RPL13",23398.755166535,22847.544897027,22563.3575323712,22484.9215271268
"FASN",28580.9686145837,28282.7061986179,19338.818575331,19286.5160001757
"RPSA",17300.9609057247,17928.4207472606,24971.6252991002,24980.7693391937
"PLEC",50614.8181029193,47038.0764816772,6091.05081280055,6104.71922495697
"RPS11",17303.5656875534,17600.737155852,24383.3286305441,24421.9515506589
"PPIA",16807.3547492004,15606.2535640506,24937.1996162848,25180.6216432089
"LUM",54872.3340018063,61262.6405717178,273.110417001984,271.337935836038
"LDHA",27398.3976643881,26226.2981485975,18525.6074457144,18485.5694586993
"CALU",42932.014099391,45956.978648605,7683.81240439196,7674.32847418413
"RPS14",14703.993422586,15033.4523255255,25128.4534097036,25077.6208403703
"RPS8",18164.4460819138,15610.1238426893,23681.8097162841,23516.4668809284
"CAVIN1",55665.4900686225,52408.73313929,1544.56563564988,1542.70605445588
"CALR",34654.017448022,36024.5535688641,12514.8832261497,12539.9634142468
"APLP2",42866.8945536754,42155.0749325384,8253.74870877985,8263.89277102901
"SRRM2",28005.3118304576,27796.3411830234,16637.5499970845,16576.2112926463
"TIMP2",41360.0282658161,40577.2913408352,8991.98835137625,8758.91155482053
"RPL19",20911.1885201985,20060.9442771751,20939.9953338328,20910.7003016532
"B2M",50603.0965846905,47945.0117760086,2959.84370694867,2967.80671462589
"LAMB1",37429.4124864215,37660.3913401475,9493.07329013339,9496.82775426131
"NCL",11429.7826640048,12233.9507768779,24615.8932433413,24684.0655340019
"AEBP1",48579.1811038492,47178.6966055493,3290.33026197628,3265.27918252546
"UBC",32123.4719015131,34664.7956738067,11645.8259888549,11480.7462029662
"TPT1",21097.4304209451,22037.3665686627,17934.2507164636,17970.5654445063
"PDGFRB",46836.5820604993,49094.4845316975,2272.09506581483,2276.77894035791
"CTSB",44950.7200165751,44904.2628588831,3947.47829616313,3936.32172639192
"FADS2",36233.8176270828,38773.7414952088,8142.82150859697,8123.22749551061
"VIM",43238.0759642544,46734.9046549803,3607.81155905142,3578.89356728779
"NUCKS1",8141.24560536626,8314.64860877127,25335.0075065958,25239.8086717057
"HSPA5",25926.6959312152,26223.7179628384,14419.0059934269,14389.3658890952
"NPM1",14571.1495493261,14538.056659774,21079.2280954416,21138.2244631474
"EPAS1",41533.2462574196,42106.0514031151,4754.56930439028,4780.31337950232
"CCND1",25270.2909104018,25363.2260121712,14092.3445142676,14037.3183689454
"CAV1",45186.4527720656,48715.1972251066,794.085750274676,793.259914398841
"CANX",24939.4836181664,27037.7665698415,13140.6656382159,13131.0650365072
"ILF3",9203.9965914451,8379.15325274933,23119.5235636329,23093.7023916655
"DCN",47218.1825983928,48057.2498565304,107.102124314504,106.844116377363
"EIF4G1",21236.7862487765,20841.4504693095,15833.519049552,15799.861957818
"IGFBP4",42362.8692698365,43241.3331371289,2785.42024735077,2779.48435122695
"FSCN1",10523.3185876435,10732.2826650688,21473.975925058,21406.4877481524
"NONO",11725.4254015537,11524.3996931193,20868.0839075073,20788.4829311208
"LOXL2",45418.2783548132,44837.1780291459,571.466334735244,568.041741027852
"YWHAE",11711.0991014963,11368.2984546924,20243.0665106148,20459.4952922034
"CSDE1",18224.3560639722,19651.9848343542,15964.3366442504,15955.9004874914
"COL4A2",40964.1014278651,37966.1433526035,3716.44371371327,3700.34227511242
"RPL27A",12531.6053775131,11302.5037178348,19934.7653956238,19823.8112328935
"TLN1",33360.7432701098,32460.0269426368,7239.33858848677,7240.80270701267
"HNRNPK",11418.061145776,10763.2448941782,20021.2121102491,20032.118826694
"RPL7",13358.6236081014,14198.7622324494,18328.2335309063,18376.4193541987
"LGALS1",37278.3351403613,37123.7127022501,4283.31995740647,4292.21256008055
"WNT5A",43344.872019228,44407.5771002521,224.914461060457,222.912185247736
"RPL12",20349.8580361299,20325.4133174851,14111.4698936095,14117.2592905515
"TNS3",41951.3137409139,41804.1696692978,873.647328336879,870.126185173922
"DYNC1H1",23766.029404371,22445.035918604,11925.0565272463,11908.1226684756
"STMN2",483.187029209867,559.900309729516,25158.2890014769,25074.5461895393
"HSPG2",40796.0929999188,42033.8062018597,896.59778354713,890.880078283194
"GANAB",24464.1109344424,24767.2031018139,10698.7372038452,10700.5535545991
"RPL23",10885.3832618223,9567.3287948251,19221.006238585,19168.9106058898
"HNRNPC",10041.4339493479,9893.72229335405,19376.304318841,19243.4708885416
"YWHAQ",7243.89826540507,7421.90433611499,20642.4044312732,20509.4583682072
"GATA2",2770.18547474229,2876.90712142125,23132.5288215854,23142.1281422538
"RPL18A",11850.4549293277,11537.3006219149,17768.2424237761,17841.4301096042
"DST",31300.3608436678,34264.8668811427,5299.2601080469,5293.01140557211
"RPL11",12199.4956943634,11938.5195074584,17429.3407018381,17424.0462592955
"MXRA5",40434.02832574,42370.5204434251,0,0
"RTN4",27415.3287462741,30531.3380876929,7342.61563693289,7297.68374738623
"GNB1",13208.8486529555,13765.2910249169,16346.0792159143,16370.2096869691
"SLC25A6",10132.6013133498,10440.721674288,18243.3168466283,18218.8434991098
"STMN1",2667.29659251161,2457.62693556389,22779.0918113476,22650.1840092933
"RPS9",9636.39037499679,9759.5526338797,18476.6464745992,18475.5768434986
"SFPQ",9797.88684837152,10749.0538725031,18084.1936905039,18125.0666487642
"MACF1",27927.1683755989,27068.7287989509,7852.11574260046,7869.56880195284
"DKK3",37305.6853495618,37061.7882440312,1900.29769140876,1902.44020168327
"P4HB",28092.5720217165,28367.852328669,7045.02473437331,7028.65179967345
"YWHAZ",12930.1369972926,13939.4535636577,15650.6804230437,15688.4058651941
"SLC38A2",24482.3444072428,31910.4473759437,6849.94586508618,6845.71007522875
"PRPF8",15053.0341876217,15095.3767837444,14552.1186336463,14513.1205850431
"RPS19",13503.18899959,12557.7640896477,15701.9364396799,15682.2565635321
"CCN2",41066.9903100958,37203.6984607829,104.807078793478,107.612779085114
"FBLN2",37450.2507410505,38044.8390182568,804.030947532452,793.259914398841
"SNRNP200",8235.01775119674,8314.64860877127,18237.1967252389,18185.7910026765
"RPS5",8181.61972370994,7986.96501736275,18096.4339332827,18078.9468862992
"TPI1",8169.89820548113,8273.36563662532,17895.9999577799,17890.6245229002
"TTYH3",14950.145305391,15432.0910253098,13742.7325798982,13769.8237466481
"RPS7",5670.6100409158,5386.13777216758,19228.6563903218,19401.0467436306
"ACLY",19395.2054959389,18965.6554224277,11148.5661259661,11149.4525759256
"RPL29",9594.71386573879,9426.70867095294,16828.0387753295,16638.4729719741
"DDX3X",12407.8782406534,12782.2402506913,14926.9760687471,14864.3994424852
"EIF4G2",17052.2042410911,17098.8910257028,12078.824577155,12409.2907539292
"SET",7704.94464907163,8985.49690614304,17350.5441389496,17442.4941642815
"MMP14",36684.4448834349,37786.8204423445,278.465523217709,272.875261251539
"MT-ND6",22229.2081254825,24478.2222967923,8545.98450512371,8422.23728882567
"RPLP1",11070.3227716546,10083.3659466495,16049.2533285284,16043.528036175
"MAP4",28844.0515792748,28437.5173441653,5326.8006542992,5319.14593763564
"HMGB1",3384.9139862977,3714.1774002564,20239.2414347465,20071.3206247893
"ACTN1",31024.2539698336,30023.0414931459,4121.13674058736,4126.18141520637
"HNRNPH1",8959.14709955439,8553.31579149007,17013.9374625326,16948.2440431977
"RPS27",6620.05301744948,5849.28111593001,18309.1081515644,18316.4636629942
"BSG",20392.8369363022,20404.1089831383,9915.361666002,9928.04753330952
"SPTAN1",21321.4416582068,20284.1303453391,9699.62738702565,9663.62756184324
"LMNA",29114.9488894517,27851.8151768445,5129.42673949105,5116.98764549717
"SEPTIN9",18186.5867274571,17817.4727596183,11280.9137510119,11137.9226353093
"ATP5F1B",10533.737714958,10273.009599945,15675.9259237749,15648.4354043911
"RPS20",7407.99952060842,6681.39102324692,17572.3985393153,17618.5179243564
"TPM2",36689.6544470921,32689.6634751986,1243.91467239559,1230.62899510905
"MYOF",36504.7149372598,35543.3489247878,416.933269652889,416.615187600941
"RPS16",8130.82647805176,7723.78606993229,16952.7362486386,16962.0799719372
"RPL37A",7938.07262273354,7021.97554345105,17153.1702241414,17141.1783828432
"CCN1",37161.1199580732,31509.2284904002,1246.97473309029,1246.77091197182
"YWHAG",5331.9884031946,5393.87832944495,18319.0533488222,18361.0461000437
"KPNB1",8343.11619708466,7358.6897850165,16935.140899644,16690.7420361012
"SF3B1",13887.3943193122,15672.0483009082,12703.8419740475,12716.7558370295
"H3-3B",5914.1571418922,6180.83498597722,17850.0990473594,17828.3628435724
"ATP2A2",20116.730062468,20356.3755465946,9413.51171207119,9423.80479702499
"ACTN4",27441.3765645604,26520.4393251375,5438.49286965576,5388.32558133321
"EIF3A",14786.0440501877,14345.8328207194,12702.3119437001,12660.6434593637
"PRKDC",9939.84745803156,9323.50124058805,15530.5730407767,15511.6134424114
"PLXNB2",25997.025040588,25345.1647118573,5899.7970193818,5881.80703970923
"SERBP1",6949.55791877049,6345.96687456104,17043.0080391322,17084.2973424696
"RGS4",687.6624027569,678.588854649137,20562.0778380373,20616.3024845846
"RPL37",7015.97985540042,6514.96904178354,16948.9111727702,16945.9380550745
"XRCC5",7471.81667540973,7412.87368595806,16534.2729486383,16549.308097875
"FKBP10",29111.0417167088,29114.8161059348,3732.50903236045,3698.80494969692
"CHGA",0,0,20942.2903793538,20889.9464085439
"MARCKS",11679.8417195528,19987.4089830401,11747.5730069537,11297.8044785215
"SVEP1",34862.3999943119,35509.8065099192,43.6058648994765,43.0451116340456
"HSPD1",3470.87178664231,3808.35418046436,18642.6547672867,18665.436532313
"PRRC2A",14872.0018505323,15016.6811180912,11922.7614817253,11945.7871411554
"MFGE8",31059.41852452,33120.554496972,1448.9387389405,1426.63798558551
"RPL10A",12814.2242059188,12491.9693527901,12879.0304488191,12867.4137277486
"UCHL1",10235.4901955805,10251.0780209925,14294.3085201178,14270.2231693939
"VCL",29245.1879808829,28805.1938148402,3117.43683272573,3122.30791888381
"FKBP9",30205.0500847311,28633.6114618585,2916.2378420492,2850.20132034002
"PCOLCE",20566.0549279057,21129.1411814516,7898.01665302096,7875.71810361484
"RPL18",10329.2623414109,9990.47925932114,14227.7522000081,14187.2075969568
"CD44",32359.2046570037,34346.1427325551,357.262086106237,352.047520149873
"HDGF",8917.47059029639,8946.79411975621,14717.3619111601,14657.6291741003
"NAP1L1",5064.99826576058,6714.93343811551,16392.7451415084,16389.4262546629
"TMBIM6",22072.921215765,23168.7780240377,6434.54262578064,6422.17692325806
"TKT",24372.9435704406,23931.2229158584,5402.53715649303,5407.54214902698
"MAGED1",20167.5233081261,20206.7247725655,7699.87772303913,7687.3957402159
"HNRNPA3",4419.01237226167,4032.83034150799,17124.8646627154,17115.0438507796
"MT-ND3",5557.30203137063,5331.95387122601,16404.9853842872,16384.0456157086
"CD63",26938.6536716358,26175.9845262947,3851.08638428008,3842.54487604632
"FBN2",33204.4563603924,32404.5529488156,0,0
"RPS15",8469.44811577296,7557.36408846891,14584.2492709407,14558.4716848004
"ANXA5",26428.1164332254,28323.9891707639,3094.48637751548,3106.16600202104
"TPM3",9450.14847425013,9006.13839221602,13771.8031564978,13827.4734497294
"L1CAM",25968.3724404732,25389.0278697624,4062.99558738806,4063.15107317081
"SERPINH1",27921.9588119416,28699.4061987162,2501.59961791733,2492.77316123589
"PTBP1",10324.0527777537,10093.686689686,13198.0417762415,13192.5580531272
"HUWE1",17143.371605093,16849.9030999475,9157.99664406373,9153.2355238967
"RPL14",12173.4478760772,10703.9006217184,12423.8464204824,12367.7829677106
"FUS",5559.90681319926,5561.59040378789,15897.015308967,15803.7052713567
"PARP1",3237.7438129804,3257.48452089177,17124.8646627154,17114.2751880719
"ANPEP",30712.9825413129,32674.1823606439,263.165219744209,256.733344388772
"RPS24",11550.9050190359,10790.336844649,12299.1489471734,12392.3801743586
"MCM7",1854.60466198073,1868.05448960447,17797.3130003758,17786.8550573538
"RPL28",14313.2761482923,15189.5535639524,10148.6912939729,10149.4223931418
"RPS25",4075.18117088322,3519.37337544267,16593.1791170113,16590.0472213858
"RHOA",18396.2716646614,17796.8312735453,8115.28096234467,8134.75743612687
"ADAR",13262.2466804423,14072.3331302524,10730.1028259659,10734.3747137401
"PAM",26536.2148791133,26392.7201300609,3122.79193894145,3135.37518491557
"CDKN1A",28208.4848130903,28769.0712142125,1808.49587056776,1807.89468862992
"RBFOX2",13503.18899959,14009.118579154,10433.27693858,10456.8874762421
"NORAD",15844.8878635236,15638.5058860396,9100.6205060381,9051.77204647359
"FHL1",26110.3330501332,25002.0000058941,3207.70862321938,3208.3981421519
"HNRNPD",3978.80424322411,4275.36780286548,15878.6549447988,15832.1457915435
"ASPH",27407.5144007883,26413.3616161339,2276.68515685688,2291.38353180518
"ATP2B4",28379.0980228653,28477.5102234317,1394.62266160957,1373.60025875071
"PRRC2C",14043.6812290296,14521.2854523397,9736.34811536205,9726.65790387881
"TOP2A",1304.99569614094,1390.72012416686,17267.9225001927,17286.4556346081
"DDR2",20161.0113535546,22580.4956709579,5388.0018681932,5417.53476422774
"SERPINE1",26682.0826615163,23266.8250828844,3193.17333491956,3179.95762196512
"MAP4K4",15381.2366980284,15589.4823566163,8756.36367788434,8743.53830066552
"EGR1",22183.6244434816,17493.6594468485,6162.19722395233,6153.91363825302
"DDX17",20644.1983827644,19912.5835960255,5888.32179177667,5806.47809434965
"ARF1",15045.2198421358,15634.6356074009,8760.18875375272,8755.06824128178
"TCF4",6661.72952670747,6890.38606973582,13764.9180199347,13735.2339247993
"CD81",23488.6201396225,24079.5835970079,3632.29204460902,3634.23728224585
"CLIC4",20741.8777013379,21530.3600669951,5095.76607184934,5114.68165737392
"AP2M1",17631.7681979601,17778.7699732315,7074.86032614664,7084.76417733926
"ATP5F1A",10622.3002971312,10436.8513956493,11325.2846310851,11310.1030818455
"PFN1",12041.9063937316,12546.1532537317,10248.9082817243,10233.9752909943
"UBR4",16671.9060941119,16852.4832857066,7448.95274607372,7467.55820579916
"GRN",25197.3570192003,28091.7724524429,1507.84490731348,1507.34756989935
"CENPF",720.222175614708,786.956656532269,16785.9629407774,16850.6238793134
"SH3PXD2A",24985.0673001674,24620.132513544,2598.75654497406,2565.79611847222
"DDB1",11804.8712473268,11866.274306203,10232.8429630771,10203.9974453921
"EMILIN1",14206.4800933187,14350.9931922376,8759.42373857904,8745.84428878877
"DBN1",9655.92623871147,9286.08854708078,11582.3297294399,11596.0456091288
"PEA15",20932.0267748275,21705.8126986155,4517.41460055102,4550.48322988482
"BTF3",8297.53251508373,7656.70124019511,12415.431253572,12423.8953453764
"BGN",25573.7479934365,27534.4523284725,1274.51527934259,1297.50265068337
"DHX9",5813.87304149016,6404.02105414129,13337.2745378504,13389.3357063114
"LAMB2",25486.4878021776,26552.6916471265,1531.5603776974,1539.63140362488
"MAP1B",7268.64369277701,7456.73684386314,12563.0791820913,12567.6352717258
"VGF",3.90717274293693,2.58018575912219,17130.2197689312,16703.0406394252
"RAN",6336.13179812939,5980.87058964525,13261.5380356566,13273.2676374411
"CAPN2",21380.0492493509,20849.1910265869,4400.36727897875,4403.66865270442
"DCAF7",3689.67346024678,3672.89442811044,14705.886683555,14668.3904520088
"IGF2R",19444.6963506828,18387.6938123843,5580.02067678564,5558.20003974614
"TRIM28",6591.40041733461,5872.50278776211,13020.5582559489,13062.6540555173
"HNRNPA0",4482.82952706297,4568.21888652584,14024.2581638106,14026.5570910369
"SLC38A1",12991.3493702653,13641.442108479,8809.14972486792,8833.47183747236
"NDST1",21317.5344854639,20413.1396332952,4341.46111060577,4341.4069733766
"RPL9",5843.82803251934,5241.64736965674,13289.0785819089,13400.0969842199
"TXNRD1",18977.1380124447,18528.3139362565,5509.63928080753,5495.93836041832
"COL16A1",28209.7872040047,27343.5185822975,166.773307861156,162.187831335422
"CCT3",5635.44548622937,5253.25820557279,13311.2640219454,13354.7458844627
"COL4A1",24203.63275158,22128.9631631115,2777.00508044034,2774.87237498044
"RND3",23922.3163140885,24764.6229160548,2034.17534680189,2022.35158409239
"PDIA3",16025.920200613,16637.0377748199,6727.54343729817,6765.76915362267
"TTC3",12226.845903564,14281.3281767413,8566.63991481293,8538.30535769605
"TOMM20",3653.20651464603,4356.64365427782,13974.5321775217,14014.2584877129
"CYBRD1",25870.6931218997,28658.1232265702,202.729021023882,202.158292138464
"SLC25A3",14683.155167957,14231.0145544385,7784.02939214338,7780.40392785374
"ANTXR1",20685.8748920224,22252.8120795494,3610.10660457244,3556.60234876302
"RPL31",5479.15857651189,4605.63158003312,13264.5980963513,13301.7081576278
"RPL35",5175.70149347712,4679.1668741681,13263.0680660039,13273.2676374411
"CKAP4",22084.6427339939,24194.4018632888,2480.17919305443,2475.09391895762
"RPL21",7092.82091934485,8039.85882542476,11550.1990921455,11656.7699630411
"LARP1",12172.1454851629,12445.5260091259,8684.45225155889,8642.84348595016
"EIF4H",9289.95439178971,8230.7925715998,10793.5990853809,10728.9940747859
"CBX3",2066.89438101364,2523.42167242151,14559.7687853831,14598.4421456035
"MYLK",25903.2528947576,25232.9266313355,781.080492322201,769.431370458565
"CAPRIN1",9559.54931105236,9895.01238623361,10110.4405352891,10130.205825448
"CTNNA1",16499.9904934227,15613.994121328,6380.99156362339,6368.3705337155
"MDK",3317.18965875346,3218.78173450494,13973.0021471743,13894.3471053037
"RBMX",3537.29372327224,3470.34984601935,13767.2130654558,13793.6522905884
"SCRN1",9973.70962180368,9705.36873293813,9946.72728812268,9937.27148580253
"HMGA1",13145.0314981542,13644.0222942382,7802.38975631158,7786.55322951575
"NES",9292.55917361834,9799.54551314609,10023.9938206639,10034.8916496869
"DHCR24",19254.5472771932,19574.5792615805,4049.99032943558,4036.24787839953
"TRIO",12596.7249232287,12219.7597552027,8178.7772217597,8156.27999194389
"MYL6",18273.846918716,16625.4269389039,5131.72178501207,5195.39124168776
"DBH",11.7215182288108,23.2216718320997,15457.1315841039,15483.9415849324
"HMGB2",782.736939501699,812.758514123491,14946.8664632626,15066.5577346237
"NFE2L1",15025.6839784211,15225.6761645801,6464.37821755396,6416.02762159605
"GJA1",24580.0237258162,26354.0173436741,312.12619085941,311.30839663908
"CCT6A",3224.71990383728,3310.37832895378,13427.546328344,13449.291397516
"UBA1",11095.0681990266,11120.6006218167,8808.38470969424,8786.58341229956
"ECE1",21760.3473963301,22048.9774045787,2327.17615831943,2328.27934177722
"FBLN5",24185.3992787796,25720.5817398096,513.325181535942,513.466688777544
"RRBP1",24659.4695715893,21806.4399432212,1515.49505905023,1496.58629199084
"MYO1C",20820.0211561966,19664.8857631498,3199.29345630896,3183.80093550387
"CTNNB1",9013.8475179555,8661.68359337321,9938.31212121226,9912.6742791545
"GSN",25341.9224106889,24135.057590829,478.134483546891,479.645529636508
"ALDH1A1",27037.6353811236,24006.0483028729,0,0
"MORF4L1",11088.556244455,10809.6882378424,8615.60088592814,8599.02971160836
"PRRC2B",9943.75463077449,9906.62322214966,9209.25266069996,9210.11656427026
"SPTBN1",11733.2397470396,11341.2065042216,8244.56852669575,8254.668818536
"HNRNPDL",6558.8406444768,6197.60619341151,11225.0676433336,11256.2966923029
"ATF4",17414.2689152699,18196.7600662093,4520.47466124572,4418.27324415168
"SRSF3",3356.26138618283,3585.16811230029,12939.4666475394,12952.735288309
"SEPTIN2",12637.0990415724,12321.677092688,7556.8198855619,7577.47697300753
"PGK1",6353.06288001545,6299.52353089684,11159.2763383976,11173.2811198658
"SUPT16H",4570.0897183219,4574.66935092365,12176.7465193854,12192.5278703434
"CBX1",2081.22068107107,2239.60123891806,13570.6041658213,13600.7179509429
"COPA",13051.2593523237,12503.5801887062,7249.28378574454,7248.48933409018
"CRMP1",5690.14590463049,5664.79783415278,11377.305662895,11376.9767374198
"SERPINE2",23331.0308389907,25290.9808109157,324.366433638211,325.144325378595
"MARCKSL1",1374.02241459949,1304.28390123627,13783.2783841029,13998.1165708501
"AKAP12",16799.5404037145,15839.7603752511,5011.61440274509,5005.5315528733
"LRP10",22290.4204984552,23559.6761665448,1025.12033272453,1021.55273860083
"LY6E",20741.8777013379,24256.3263215077,1243.14965722192,1242.92759843307
"CAP1",13276.5729804997,13104.7634705816,6736.72361938227,6702.7388115871
"ITM2C",13289.5968896428,13689.1755450228,6429.95253473859,6419.10227242705
"MORF4L2",10865.8473981076,11076.7374639116,7829.93030256388,7871.87479007609
"HNRNPR",4163.74375305646,4357.93374715739,11804.9491449793,11816.6518062533
"UBAP2L",8388.69987908559,8283.6863796618,9363.78572578231,9343.8638754189
"EWSR1",9414.9839195637,9404.7770920004,8709.69775229016,8702.79917715472
"ZMIZ1",7809.13592221662,7901.81888731172,9623.12586965814,9624.42576374795
"YWHAB",9334.23568287633,9982.73870204377,8569.69997550763,8510.63350021702
"RPL24",7267.3413018627,6277.5919519443,10250.4383120717,10243.9679061951
"IPO5",9154.50573670123,9258.99659660999,8785.43425448399,8811.18061894759
"CCT5",3714.41888761871,3759.33065104104,12035.2187122555,11980.3769630042
"DPYSL3",15335.6530160275,15577.8715207002,5064.40044972867,5082.39782364839
"TMSB4X",12232.0554672212,10563.2804978463,7449.7177612474,7477.55082099992
"LAPTM4A",15467.194498373,16964.7213662284,4561.0204654505,4534.34131302206
"MRFAP1",8182.92211462425,7331.59783454571,9541.26924607492,9543.71617943411
"MXRA8",22868.6820644099,23860.2678074825,226.444491407808,222.912185247736
"HNRNPM",4383.84781757524,3928.33281826354,11638.1758371182,11521.485326477
"EIF1",11177.1188266283,11105.1195072619,7439.77256398962,7443.72966185889
"SMC1A",2960.33454823188,2769.82941241768,12314.4492506469,12318.5885544146
"DNAJA1",5230.40191187824,5441.61176598871,10847.9151627119,10848.905457195
"PRKCSH",12204.7052580207,12580.9857614798,6656.3970261464,6672.76096598482
"BAZ1B",5296.82384850817,5735.75294252864,10697.2071734979,10738.9866899866
"TEAD1",15813.6304815801,16935.0492299985,4268.01965393297,4249.93611115425
"WDR1",16691.4419578266,15719.781737452,4350.64129268987,4333.72034629909
"PTK7",16256.4433924463,15567.5507776638,4470.74867495685,4462.08701849348
"HSPA9",8423.86443377203,8327.54953756688,8900.18653053525,8900.34549304668
