"","C_1","C_2","S_1","S_2"
"FAM163A",0,0,2638.83334208632,2642.63320817499
"SLC36A4",605.720213929066,641.310488330543,2012.60501436514,2020.25174865985
"CENPU",213.630355020144,250.046311611707,2392.29873919244,2423.68966891136
"RHBDD1",1809.34489709134,1945.95626964137,755.582903313642,764.005776870984
"FLYWCH1",2209.25050069612,1900.61108359779,573.725588215998,588.697838089966
"TMOD2",713.838015555114,776.050469717163,1886.29407584544,1895.46924201659
"PDIA5",2329.09191936596,2047.01125568133,449.697377500869,444.776910182406
"TFCP2",1042.09929278119,903.016990639169,1660.30402319272,1661.21496574152
"TAOK3",2037.30411738722,2017.21299056698,609.488323820974,602.477501400265
"PTPRN2",178.459503888779,185.267474406601,2453.93238991591,2445.12470072738
"FHL2",2485.40681328313,2442.16216263247,176.530950220307,157.700591217858
"GTF3C3",954.823477010764,956.135637147356,1675.52220855654,1674.99462905182
"PAK1",1681.68773372564,1736.07283709682,926.787488656612,916.347610134837
"ELMOD2",523.654894622547,709.976055767955,2008.03955875599,2018.7206749587
"COL8A1",2615.66922488078,2637.79425099189,2.28272780457294,3.06214740228851
"CCNT1",911.83688118354,1010.54986039964,1670.95675294739,1665.04264999438
"SLF2",1168.45383203091,1243.75367433802,1416.8130573716,1429.25730001816
"FHOD1",1263.54539249719,1311.12366503133,1349.09213250261,1334.33073054722
"USP8",1709.04284016115,1776.23571616399,878.08929549239,893.381504617673
"MAPK9",1561.84631505581,1555.98766966663,1069.83843107652,1068.68944339869
"RIC1",1994.31752156,2315.19564171047,472.524655546598,473.867310504147
"TAF2",1103.32262623208,1440.68133944154,1355.94031591632,1355.00022551267
"BCL7A",191.485745048543,209.883432544541,2429.5832933338,2421.39305835964
"FAM98B",472.852554099464,571.34934414903,2101.63139874348,2105.99187592392
"HLCS",1750.7268118724,1707.57014872658,893.307480856209,899.50579942225
"OGFOD3",1199.71681081434,1147.88099527447,1442.6839724901,1458.3477003399
"CRTC2",1309.13723655637,1605.21958594251,1165.71299886858,1167.44369712249
"ENOPH1",849.310923616669,823.986809248941,1781.28859683508,1792.12176718935
"USP16",1098.11212976818,1140.10753480985,1499.75216760442,1508.10759562709
"CC2D1A",1740.30581894458,1540.44074873741,984.616593039127,977.590558180607
"RMND5A",601.812341581136,725.52297669718,1946.40590803252,1966.6641691198
"ATP5MK",466.339433519582,366.648218580897,2233.26870214052,2172.5935819237
"ELF4",2172.77702544878,2514.71446030219,276.970973621516,273.29665565425
"PLEKHM1",2265.26333768311,2330.74256263969,322.625529712975,318.463329838005
"MARCHF5",845.403051268739,823.986809248941,1773.67950415317,1793.6528408905
"UBE2L6",1551.42532212799,1913.56685103881,886.459297442491,884.195062410808
"CLDND1",854.521420080575,919.859488312497,1737.15585928001,1723.98898748843
"ZNF865",1560.54369093983,1804.73840453424,933.635672070331,930.892810295707
"MRPL10",1009.53368988178,909.49487435968,1655.73856758357,1654.32513408637
"TDG",685.180285003631,602.44318600748,1969.99409534644,1970.49185337266
"PNPLA8",1102.02000211611,1268.36963247596,1423.66124078532,1433.08498427102
"LINC00641",333.47177368998,434.018209274206,2227.94233726319,2230.77438256718
"GNL3L",1099.41475388415,1106.4225394632,1516.49217150462,1503.51437452366
"HMGXB4",1159.33546321907,1263.18732549956,1399.31214420321,1403.99458394928
"WDR90",634.377944480549,529.890888337762,2033.1495646063,2027.90711716557
"LRP12",1537.09645685225,1631.13112082455,1026.46660278963,1030.41260087008
"ADD2",0,0,2609.91878989506,2612.77727100267
"DCAF16",1004.32319341787,857.671804595596,1677.80493636111,1680.35338700582
"FARSB",1004.32319341787,1093.46677202218,1560.6249090597,1560.92963831657
"COX7B",798.508583093586,716.453939488466,1851.29224950865,1851.06810468341
"SCFD1",1242.70340664157,1602.62843245431,1182.45300276878,1188.87872893851
"GPAT4",1565.75418740374,1631.13112082455,1008.20478035305,1010.50864275521
"EXOC3",1499.32035748894,1409.58749758309,1148.97299496838,1156.72618121449
"SDHB",1430.28127934218,1384.97153944515,1202.99755300994,1195.00302374309
"RECQL",1337.79496710785,1497.68671618204,1186.25754910974,1188.87872893851
"RCN1",2124.57993315765,2232.27873008793,423.826462382375,429.466173170964
"TRAFD1",1258.33489603329,1417.36095804771,1263.87029446522,1267.72902454744
"TP73-AS1",741.19312199062,890.061223198148,1786.61496171242,1788.29408293649
"NPR2",2468.47269977544,2377.38332542737,178.81367802488,179.90115988445
"CNTN1",2.60524823195297,2.59115348820422,2592.41787672667,2606.6529761981
"NDUFB7",974.362838750411,966.500251100173,1633.67219880603,1628.29688116692
"ITPA",991.296952258106,928.928525521211,1641.28129148794,1639.7799339255
"NOM1",840.192554804833,934.11083249762,1712.0458534297,1714.03700843099
"RBSN",1415.95241406644,1535.258441761,1125.38480765446,1119.21487553645
"MMP16",557.523121637936,602.44318600748,2011.08319582876,2024.07943291271
"PGLS",1822.3711382511,2031.46433475211,677.209248689971,663.720449446035
"HMG20A",1167.15120791493,1092.17119527808,1465.51125053583,1469.83075309849
"MMD",157.617518033155,176.198437197887,2429.5832933338,2430.57950056651
"IRF2BP1",1113.7436191599,1036.46139528169,1528.66671979568,1513.4663535811
"UBE2C",224.051347947956,226.725930217869,2367.94964261033,2373.1642367736
"KIAA2026",1548.82007389604,1723.1170696558,956.462950116061,963.045358019737
"SLC39A10",781.574469585891,803.257581343307,1806.39860268538,1799.0115988445
"CEP192",1208.83517962618,1210.06867899137,1384.85486810758,1386.38723638612
"POLR2H",980.875959330294,937.997562729926,1632.15038026965,1632.89010227035
"TOP1",837.58730657288,1052.00831621091,1635.9549266106,1657.38728148866
"VPS11",1754.63468422033,1772.34898593168,830.152011596358,824.483188066182
"MPDU1",1366.45269765933,1388.85826967746,1212.12846422823,1211.84483445568
"ZWINT",285.27468139885,275.957846493749,2303.27235481409,2312.6868255784
"YY1AP1",1339.09759122383,1510.64248362306,1149.73390423657,1176.63013932936
"HDHD5",517.141774042665,470.294358109065,2095.54412459796,2092.9777494642
"ACSL1",1189.29581788653,1180.27041387702,1402.35578127597,1403.99458394928
"TAF6",1225.76929313387,1142.69868829806,1419.09578517618,1384.09062583441
"UBL4A",1220.55879666997,1177.67926038882,1384.85486810758,1387.91831008727
"RAP2B",2051.63298266296,2124.74586032746,497.6346613969,496.833416021311
"NCAPG",148.499149221319,138.626711618926,2421.2132913837,2455.84221663539
"ATP11A",1580.08305267948,1563.76113013124,1005.16114328028,1010.50864275521
"GRB10",2628.69546604055,2527.67022774321,0.760909268190979,0.765536850572128
"PLEKHA1",1494.10986102503,1536.5540185051,1062.9902476628,1064.09622229526
"VPS8",1684.2929819576,1637.60900454506,914.612940365557,918.644220686553
"MAP3K11",1430.28127934218,1335.73962316927,1196.14936959622,1192.70641319138
"THADA",709.930143207185,861.558534827902,1789.65859878518,1792.88730403992
"NSDHL",1718.16120897298,1939.47838592086,745.691082827159,750.226113560685
"STARD3",1443.30752050195,1443.27249292975,1145.92935789561,1120.7459492376
"SEC61B",1750.7268118724,1475.6619115323,966.354770602543,959.983210617448
"SNAPC3",780.271845469915,1024.80120458477,1670.95675294739,1675.76016590239
"ATP8A1",24.7498582035532,10.3646139528169,2553.61150404893,2563.01737571548
"CDCA7",147.196525105343,190.44978138301,2393.05964846063,2418.33091095735
"UHRF1BP1",1268.7558889611,1567.64786036355,1155.8211783821,1155.96064436391
"HEATR6",1246.6112789895,1203.59079527086,1350.61395103899,1345.8137833058
"SMYD2",832.376810108974,913.381604591986,1698.34948660227,1701.02288197127
"GADD45GIP1",941.797235850999,873.218725524821,1666.39129733824,1663.51157629323
"RHOBTB1",1487.59674044515,1480.84421850871,1089.62207204948,1085.53125411128
"UFD1",1277.87425777293,1357.76442781901,1257.0221110515,1250.88721383486
"MBD6",1840.60787587477,1829.35436267218,754.06108477726,718.839102687228
"ZBTB44",967.849718170529,971.682558076581,1587.25673344638,1614.51721785662
"BUB1",278.761560818968,308.347265096302,2274.35780262284,2279.7687410038
"VBP1",544.496880478171,610.216646472093,1987.49500851484,1998.05117999325
"RWDD1",1439.39964815402,1671.29399989172,1016.57478230315,1012.80525330693
"APOD",2326.486671134,2812.69711144568,0,0
"ALDH3A2",1216.65092432204,1159.54118597139,1378.00668469386,1382.55955213326
"NAA20",1160.63808733505,1181.56599062112,1390.94214225311,1403.22904709871
"ABCC3",2332.99979171389,2330.74256263969,235.120963871013,236.550886826787
"PEX5",1102.02000211611,1040.34812551399,1495.18671199527,1495.85900601794
"DNPEP",1617.8591520428,1710.16130221478,906.242938415456,898.740262571678
"NR2F6",1134.58560501552,1208.77310224727,1404.63850908055,1384.85616268498
"RAP1GAP2",623.956951552737,647.788372051054,1953.25409144624,1907.71783162574
"KLF3",1382.08418705105,1414.7698045595,1169.51754520953,1163.61601286963
"ZHX3",2310.85518174229,2194.70700450897,312.733709226492,310.042424481712
"TUBGCP3",1039.49404454924,822.691232504839,1622.25855978317,1639.01439707493
"GRWD1",1120.25673973978,1084.39773481346,1453.33670224477,1464.47199514448
"APBB2",2140.21142254937,2045.71567893723,468.720109205643,467.74301569957
"SYNGR2",1426.37340699425,1578.01247431637,1058.42479205365,1057.97192749068
"PM20D2",455.91844059177,384.786292998326,2142.7204992258,2134.31673939509
"DUSP5",2723.78702650683,2158.43085567411,116.41911803322,118.65821183868
"LRWD1",505.418156998876,483.250125550086,2046.84593143373,2081.49469670562
"FAM160B1",2011.25163506769,2017.21299056698,542.528308220168,545.062237607355
"SNHG16",622.65432743676,647.788372051054,1886.29407584544,1958.2432637635
"PGS1",1017.34943457764,884.87891622174,1601.71400954201,1609.92399675318
"SORCS1",0,0,2561.22059673084,2552.29985980747
"BUD31",816.745320717257,804.553158087409,1740.96040562096,1746.9550930056
"RHOT1",1023.86255515752,1032.57466504938,1525.62308272291,1525.71494319025
"ZSWIM6",1341.70283945578,1397.92730688617,1178.64845642783,1188.87872893851
"ESPL1",175.854255656826,226.725930217869,2356.53600358746,2347.13598385414
"CLSTN3",1823.67376236708,1638.90458128917,816.45564476892,826.779798617898
"E2F1",290.485177862756,309.642841840404,2249.24779677253,2251.44387753263
"RASSF2",2016.4621315316,2098.83432544541,491.547387251372,493.771268619022
"COPS7B",1350.82120826762,1230.797906897,1264.63120373341,1251.65275068543
"WDR46",907.92900883561,912.086027847884,1666.39129733824,1609.92399675318
"CEBPB",1791.10815946767,3005.73804631689,149.138216565432,149.279685861565
"UQCC1",1263.54539249719,1283.91655340519,1269.19665934255,1278.44654045545
"EXOSC6",655.219930336172,570.053767404927,1949.44954510529,1919.9664212349
"UBE2B",1346.91333591969,1141.40311155396,1301.91575787477,1303.70925652433
"ACBD6",1272.66376130903,1127.15176736883,1352.13576957537,1341.22056220237
"PDPK1",1383.38681116703,1497.68671618204,1097.23116473139,1113.85611758245
"JRK",1010.83631399775,914.677181336088,1579.64764076447,1586.95789123602
"KMT5B",1060.33603040486,1129.74292085704,1448.77124663562,1451.45786868475
"BECN1",1785.89766300376,1818.98974871936,742.647445754396,742.570745054964
"ZNF384",1154.12496675517,1252.82271154674,1341.4830398207,1337.39287794951
"MTMR6",1160.63808733505,1230.797906897,1341.4830398207,1348.87593070809
"NABP2",663.035675032031,541.551079034681,1946.40590803252,1929.91840029233
"MMAB",1552.72794624397,1441.97691618565,1045.48933449441,1040.36457992752
"SH3YL1",1069.45439921669,983.3427487735,1511.16580662728,1515.76296413281
"RIMS4",1.30262411597649,0,2542.19786502606,2535.45804909489
"RNF130",1272.66376130903,1403.10961386258,1200.71482520536,1201.12731854767
"CASP3",1152.82234263919,1062.37293016373,1431.27033346723,1429.25730001816
"PSME2",1323.46610183211,1439.38576269744,1170.27845447773,1142.18098105361
"ABCC4",1681.68773372564,1711.45687895888,838.522013546459,842.856072479913
"RPAP1",931.376242923187,901.721413895067,1618.45401344221,1622.93812321291
"CLPX",1234.88766194571,1219.13771620008,1304.19848567934,1312.8956987312
"DMXL1",1501.92560572089,1603.92400919841,980.812046698172,980.652705582896
"SV2C",0,0,2518.60967771214,2548.47217555461
"VPS29",1263.54539249719,1500.27786967024,1155.06026911391,1146.77420215705
"ZNF853",117.236170437884,147.69574882764,2405.23419675168,2393.83373173904
"ASAP3",1663.45099610197,1765.87110221117,812.651098427966,818.358893261605
"MACO1",1129.37510855161,1088.28446504577,1431.27033346723,1410.11887875386
"CSNK1G3",935.284115271117,1010.54986039964,1556.05945345055,1556.33641721314
"RSAD1",820.653193065186,830.464692969451,1703.6758514796,1701.02288197127
"UAP1L1",2132.39567785351,1921.34031150343,501.439207737855,499.130026573027
"DCUN1D5",795.903334861633,862.854111572004,1699.87130513865,1694.89858716669
"ARVCF",186.275248584637,178.789590686091,2342.07872749183,2342.54276275071
"BEND4",0,0,2522.4142240531,2526.27160688802
"DZIP3",685.180285003631,848.602767386881,1754.6567724484,1759.96921946532
"ELOC",956.12610112674,812.326618552022,1640.52038221975,1639.01439707493
"GRAMD1A",833.679434224951,992.411785982215,1614.64946710126,1606.8618493509
"B3GNT9",2149.3297913612,2229.68757659973,332.517350199458,334.53960370002
"USF1",933.98149115514,967.795827844275,1569.75582027799,1573.94376477629
"FCF1",907.92900883561,1023.50562784067,1552.2549071096,1561.69517516714
"SLC12A9",1337.79496710785,1476.9574882764,1110.92753155883,1119.21487553645
"ARPC5L",879.271278284128,857.671804595596,1655.73856758357,1652.02852353465
"NOL8",1120.25673973978,1175.08810690061,1378.00668469386,1370.31096252411
"FBXO28",1012.13893811373,1097.35350225449,1463.98943199944,1466.7686056962
"ERCC6L2",1197.11156258239,1193.22618131804,1323.9821266523,1325.14428834035
"DYNLT1",1184.08532142263,1000.18524644683,1422.90033151713,1430.78837371931
"RBM8A",547.102128710124,507.866083688026,2004.99592168323,1977.38168502781
"PLCB4",1345.61071180371,1286.50770689339,1199.19300666898,1204.95500280053
"MRPS34",868.850285356316,984.638325517602,1579.64764076447,1602.26862824746
"TRAPPC3",1567.05681151971,1515.82479059947,977.007500357217,974.528410778319
"CCDC90B",695.601277931443,866.74084180431,1728.02494806171,1739.29972449987
"TMED10",1731.18745013275,1555.98766966663,881.893841833345,860.463420043072
"PPAT",276.156312587015,291.504767422974,2220.33324458128,2240.72636162462
"ZBTB7B",1434.18915169011,1565.05670687535,1012.009326694,1017.39847441036
"CALHM2",2308.24993351033,2290.57968357253,216.859141434429,212.053707608479
"IFNGR1",1538.39908096823,1597.4461254779,938.962036947668,950.031231560011
"SIRT2",1869.26560642626,2010.73510684647,574.486497484189,570.324953676235
"ETNK1",669.548795611914,781.232776693571,1778.24495976232,1795.18391459164
"NACAD",612.233334508948,673.699906933096,1880.20680169991,1855.66132578684
"CIAO2B",657.825178568125,655.561832515667,1851.29224950865,1856.42686263741
"DHX57",771.15347665808,817.50892552843,1709.00221635694,1723.22345063786
"BCKDK",1400.32092467472,1399.22288363028,1099.51389253596,1121.51148608817
"THAP4",1387.29468351496,1386.26711618926,1124.62389838627,1121.51148608817
"SHOC2",1047.30978924509,1359.06000456311,1304.95939494753,1305.24033022548
"RSPRY1",1594.41191795522,1505.46017664665,962.550224261588,952.327842111727
"STARD13",2308.24993351033,2215.4362324146,245.773693625686,244.971792183081
"CHST15",2369.47326696123,2298.35314403714,173.487313147543,173.011328229301
"UBXN2A",840.192554804833,846.011613898677,1662.58675099729,1664.27711314381
"HIVEP1",1802.83177651146,1958.91203708239,626.228327721176,623.912533216284
"SNAPC4",726.864256714879,772.163739484856,1756.93950025297,1753.07938781017
"TBC1D4",1432.88652757413,1579.30805106047,999.073869134755,995.963442594338
"CAP2",2153.23766370913,2276.3283393874,289.906431180763,284.014171562259
"CREBL2",1435.49177580609,1469.18402781179,1046.2502437626,1050.31655898496
"PHF19",870.152909472292,923.746218544803,1606.27946515116,1597.67540714403
"CHRNB2",3.90787234792946,6.47788372051054,2482.84694210716,2504.07103822143
"TRABD",1171.05908026286,1070.14639062834,1374.20213835291,1381.79401528269
"CERT1",1339.09759122383,1616.87977663943,1021.90114718048,1018.9295481115
"PHF8",1186.69056965458,1280.02982317288,1263.10938519703,1264.66687714516
"TK1",551.010001058053,502.683776711618,1968.47227681006,1972.0229270738
"SNX7",1088.99376095634,1076.62427434885,1414.53032956703,1413.18102615615
"IGBP1",1600.9250385351,1715.34360919119,848.413834032942,828.310872319042
"BNC2",2215.763621276,2271.146032411,254.904604843978,249.565013286514
"KLF10",1548.82007389604,1572.83016733996,933.635672070331,932.423883996852
"FUNDC2",944.402484082952,927.632948777109,1566.71218320523,1546.3844381557
"ANAPC1",944.402484082952,1164.72349294779,1440.40124468552,1435.38159482274
"KLC2",1075.96751979658,909.49487435968,1489.09943784975,1503.51437452366
"DENND4C",1363.84744942738,1451.04595339436,1081.25207009938,1080.93803300784
"FBXO25",1104.62525034806,1074.03312086065,1389.42032371673,1408.58780505272
"AIP",1102.02000211611,1102.53580923089,1381.05032176663,1390.21492063898
"XIAP",1094.20425742025,1079.21542783706,1399.31214420321,1402.46351024814
"TBCK",1632.18801731854,1593.55939524559,873.523839883244,875.774157054514
"LNPK",1133.28298089954,1211.36425573547,1318.65576177497,1310.59908817948
"VPS37A",1719.46383308896,1725.70822314401,761.67017745917,764.771313721556
"CUL9",988.691704026153,950.953330170947,1508.12216955452,1521.88725893739
"RABGGTB",962.639221706623,1142.69868829806,1426.70487785809,1436.91266852388
"MAP2K4",1449.82064108183,1408.29192083899,1055.38115498089,1054.14424323782
"MSANTD4",892.297519443893,1013.14101388785,1527.90581052749,1533.37031169597
"UBN2",927.468370575258,962.613520867866,1536.27581247759,1538.72906964998
"TNRC6C",836.284682456904,759.207972043835,1687.69675684759,1680.35338700582
"TOMM22",1206.22993139423,1019.61889760836,1377.24577542567,1360.35898346667
"SELENOS",1630.88539320256,1448.45479990616,942.766583288623,940.844789353145
"CDC6",427.260710040287,360.170334860386,2081.08684850233,2093.74328631477
"NKAPD1",743.798370222573,1002.77639993503,1607.04037441935,1608.39292305204
"COMMD4",1040.79666866521,980.751595285296,1469.31579687678,1469.83075309849
"TMEM222",1516.25447099663,1410.8830743272,1017.33569157134,1015.10186385864
"PRKAR2B",268.340567891156,297.982651143485,2188.37505531726,2204.74612964773
"ESRRG",0,1.29557674410211,2474.47694015706,2482.63600640541
"ZCCHC3",850.613547732645,934.11083249762,1572.79945735075,1600.73755454632
"MRPS5",1228.37454136583,1163.42791620369,1274.52302421989,1288.39851951289
"EMC7",1563.14893917178,1592.26381850149,901.67748280631,897.209188870534
"MRPL24",613.535958624925,645.19721856285,1852.05315877684,1843.41273617768
"SLC2A3",2632.60333838848,2289.28410682842,15.9790946320106,16.0762738620147
"BTN2A1",1736.39794659666,1746.43745104964,735.038353072486,735.680913399815
"ZNF561",1296.1109953966,1531.37171152869,1061.46842912642,1063.33068544469
"FGF5",1121.55936385575,1251.52713480264,1295.06757446105,1283.80529840946
"REPS1",1082.48064037646,1138.81195806575,1365.07122713462,1363.42113086896
"NACC2",2171.4744013328,2202.48046497358,289.145521912572,286.310782113976
"EMC4",824.561065413115,746.252204602814,1673.23948075196,1703.31949252298
"AP1S2",466.339433519582,668.517599956688,1918.25226510946,1893.93816831544
"STX7",2153.23766370913,2100.12990218952,346.213717026895,346.022656458602
"NDUFB4",1023.86255515752,874.514302268923,1518.77489930919,1524.94940633968
"ZNF263",1359.93957707945,1372.01577200413,1107.88389448607,1101.60752797329
"RAB4A",1091.59900918829,928.928525521211,1465.51125053583,1453.75447923647
"CEP104",1557.93844270788,1406.99634409489,983.094774502745,991.370221490906
"MED10",1176.26957672677,1155.65445573908,1304.95939494753,1302.17818282319
"STK35",1146.30922205931,1123.26503713653,1335.39576567517,1333.56519369665
"C7orf26",836.284682456904,833.055846457655,1635.19401734241,1632.12456541978
"UQCRFS1",1332.58447064394,1356.46885107491,1113.97116863159,1132.99453884675
"CHFR",1409.43929348656,1225.61559992059,1153.53845057752,1146.77420215705
"INTS7",732.074753178785,739.774320882304,1725.74222025714,1737.00311394816
"GULP1",730.772129062808,831.760269713553,1674.00039002015,1697.96073456898
"MACIR",1569.66205975167,1436.79460920924,964.832952066161,963.045358019737
"DPAGT1",1124.16461208771,1194.52175806214,1306.48121348391,1306.00586707605
"PTPN14",2301.73681293045,2175.27335334744,224.468234116339,227.364444619922
"CTNNBL1",971.757590518458,882.287762733535,1538.55854028216,1535.66692224769
"FAM136A",848.008299500692,944.475446450437,1556.82036271874,1578.53698587973
"C19orf12",1483.68886809722,1408.29192083899,1021.90114718048,1012.80525330693
"BRCA1",263.13007142725,203.405548824031,2229.46415579957,2230.00884571661
"CETN2",1619.16177615877,1620.76650687174,838.522013546459,847.449293583345
"NDUFB11",911.83688118354,790.301813902286,1607.80128368754,1612.98614415547
"SLC35B1",1214.04567609008,1203.59079527086,1253.21756471054,1250.88721383486
"SLC4A8",754.219363150385,658.152986003871,1748.56949830287,1756.90707206303
"GPC2",39.0787234792946,33.6849953466548,2425.01783772465,2419.09644780792
"SNAP47",1072.05964744865,1031.27908830528,1404.63850908055,1408.58780505272
"DDX3Y",2316.06567820619,2597.63137192473,0,0
"SNAI2",2161.05340840499,2462.89139053811,143.050942419904,145.452001608704
"LZIC",780.271845469915,847.307190642779,1653.455839779,1629.82795486806
"CDK14",745.10099433855,870.627572036617,1637.47674514699,1656.62174463808
"GLTP",1832.79213117892,1742.55072081734,671.121974544444,662.189375744891
"SELENOO",1081.17801626048,1090.87561853397,1355.17940664813,1378.7318678804
"SUCLG1",1379.4789388191,1118.08273016012,1201.47573447356,1203.42392909938
"PTDSS2",1306.53198832442,1500.27786967024,1051.57660863993,1043.42672732981
"FAM193B",1113.7436191599,1031.27908830528,1372.68031981653,1383.32508898384
"APRT",924.863122343305,944.475446450437,1509.6439880909,1520.35618523625
"LTA4H",936.586739387093,1066.25966039603,1435.83578907638,1457.58216348933
"CUX2",0,0,2445.56238796581,2449.71792183081
"CEP95",638.285816828478,879.696609245331,1689.21857538397,1688.00875551154
"CSRP2",1230.97978959778,1083.10215806936,1279.08847982904,1301.41264597262
"MRPS10",937.88936350307,1019.61889760836,1467.7939783404,1469.06521624791
"ARL3",782.877093701868,713.862786000262,1705.19767001598,1689.53982921269
"NDUFS8",1302.62411597649,1255.41386503494,1164.95208960039,1168.20923397307
"OSBPL5",2305.64468527838,2251.71238124946,166.639129733824,166.121496574152
"KAT8",1056.42815805693,1001.48082319093,1414.53032956703,1417.00871040901
"RPS23",187.577872700614,136.035558130721,2253.05234311349,2309.62467817611
"RBMS3",438.984327084076,528.59531159366,1960.86318412815,1957.47772691293
"ERMP1",1835.39737941087,2107.90336265413,469.481018473834,471.570699952431
"DGKA",2236.60560713163,2061.26259986645,292.950068253527,291.669540067981
"NFRKB",1113.7436191599,1188.04387434163,1288.98030031552,1288.39851951289
"PTGIS",2137.60617431741,2313.90006496636,206.206411679755,218.178002413056
"RARA",1244.00603075754,1295.57674410211,1164.95208960039,1170.50584452478
"RNF149",1668.66149256588,1601.33285571021,806.563824282438,798.454935146729
"NSL1",441.589575316029,441.791669738819,1994.34319192856,1995.75456944154
"NAA40",890.994895327916,912.086027847884,1532.47126613663,1535.66692224769
"POMK",580.970355725513,667.222023212586,1808.68133048996,1813.55679900537
"FAM222A-AS1",0,0,2428.06147479741,2442.06255332509
"SLC38A7",1862.75248584637,1913.56685103881,546.332854561123,545.062237607355
"RIPOR2",2523.18291264645,2342.40275333661,0.760909268190979,0.765536850572128
"ZNF507",986.0864557942,1045.5304324904,1422.13942224894,1411.649952455
"ZER1",1834.09475529489,1784.0091766286,629.27196479394,617.022701561135
"NOP10",944.402484082952,934.11083249762,1488.33852858156,1494.32793231679
"PPP2R3A",1901.83120932567,1987.41472545263,486.221022374036,483.053752711013
"EML3",1362.5448253114,1436.79460920924,1030.27114913059,1023.52276921493
"SYF2",1223.16404490192,1215.25098596778,1206.0411900827,1204.95500280053
"ABCF3",1458.93900989366,1502.86902315845,944.288401825005,943.141399904861
"TOMM7",1133.28298089954,961.317944123764,1380.28941249844,1374.13864677697
"S100PBP",1051.21766159302,1234.68463712931,1284.41484470637,1276.91546675431
"MPHOSPH10",941.797235850999,895.243530174557,1509.6439880909,1500.45222712137
"ING5",846.705675384716,830.464692969451,1585.73491491,1583.89574383373
"NDUFB10",1083.78326449244,1036.46139528169,1362.02759006185,1364.18666771953
"RSBN1L",580.970355725513,647.788372051054,1809.44223975815,1805.90143049965
"MED25",1288.29525070074,1254.11828829084,1164.1911803322,1136.05668624904
"MROH1",1624.37227262268,1663.52053942711,780.692909163944,772.426682227277
"ANGEL2",739.890497874644,702.202595303342,1697.58857733407,1698.72627141955
"ELOF1",902.718512371705,884.87891622174,1530.94944760025,1519.59064838567
"ZBED5",749.008866686479,835.64699994586,1619.2149227104,1633.65563912092
"PLPBP",1297.41361951258,1552.10093943433,998.312959866564,989.073610939189
"ZNF317",1216.65092432204,1232.0934836411,1188.54027691431,1199.59624484652
"BRD3",1018.65205869361,801.962004599205,1510.40489735909,1505.0454482248
"RCBTB1",1215.34830020606,1308.53251154313,1154.29935984572,1157.49171806506
"ARRB1",1619.16177615877,1913.56685103881,648.294696498714,653.002933538025
"TESK1",1836.70000352684,2014.62183707878,492.308296519563,489.943584366162
"PGPEP1",1923.97581929727,1883.76858592447,515.135574565293,510.613079331609
"NUP85",650.009433872266,697.020288326934,1748.56949830287,1736.23757709759
"SF3B5",1094.20425742025,1050.71273946681,1344.52667689346,1341.98609905294
"ZFYVE1",1810.64752120732,1645.38246500968,683.296522835499,691.279776066631
"ERAL1",1270.05851307707,1245.04925108213,1155.8211783821,1159.0227917662
"TULP4",978.270711098341,934.11083249762,1467.03306907221,1445.33357388018
"ZNF195",265.735319659203,364.057065092692,2097.82685240253,2096.03989686649
"ID3",566.641490449771,575.236074381336,1833.03042707207,1844.94380987883
"SRPRB",1474.57049928538,1576.71689757227,885.6983881743,882.663988709663
"MT2A",1897.92333697774,2071.62721381927,422.304643845993,423.341878366387
"PGAM5",385.57673832904,371.830525557305,2024.018653388,2031.73480141843
"USP21",806.324327789445,822.691232504839,1589.53946125096,1593.84772289117
"EPN2",1322.16347771613,1478.25306502051,1005.16114328028,1006.68095850235
"SIPA1L2",1428.9786552262,1484.73094874102,952.658403775106,944.672473606006
"NEMF",1068.15177510072,1248.93598131443,1242.56483495587,1250.12167698428
"ULK3",802.416455441515,833.055846457655,1583.45218710543,1590.78557548888
"BHLHE40",2438.51234510798,2197.29815799718,85.9827473055806,86.5056641146504
"PLEKHH2",2241.81610359553,2364.42755798635,99.6791141330183,101.050864275521
"ABHD12",1369.05794589129,1355.17327433081,1040.16296961707,1041.89565362867
"RNF24",1682.99035784162,1834.53666964858,643.729240889568,643.816491331159
"SECTM1",2330.39454348193,2421.43293472684,25.8709151184933,26.0282529194523
"TMX1",1053.82290982498,1054.59946969912,1347.57031396622,1346.57932015637
"RAD1",1214.04567609008,1142.69868829806,1232.67301446939,1210.31376075453
"DTYMK",524.957518738524,516.935120896741,1877.16316462715,1879.39296815457
"ZFYVE9",1466.75475458952,1603.92400919841,864.392928664952,861.994493744216
"MYO19",749.008866686479,738.478744138202,1656.49947685176,1652.79406038522
"GCC2",1303.92674009246,1486.02652548512,1005.92205254847,1000.55666369777
"SAMM50",919.652625879399,985.933902261704,1450.29306517201,1439.97481592617
"SMG9",1389.89993174691,1449.75037665026,979.29022816179,976.825021330035
"UCK1",1012.13893811373,1131.03849760114,1325.50394518869,1325.14428834035
"DMAC2",992.599576374082,1028.68793481707,1389.42032371673,1381.79401528269
"NAT9",1233.58503782973,1077.91985109295,1237.99937934672,1242.46630847856
"TTF2",746.403618454526,713.862786000262,1666.39129733824,1665.04264999438
"DENND4B",846.705675384716,789.006237158184,1569.75582027799,1583.13020698316
"ETV3",1244.00603075754,1181.56599062112,1185.49663984155,1174.33352877764
