"","C_1","C_2","S_1","S_2"
"COL1A1",764843.565440289,807604.24131977,6549.90698058795,6517.7807457711
"FN1",770533.427578875,787411.382186194,8669.03929249983,8678.12573808564
"COL1A2",628573.451419757,643273.287097858,45.6545560914587,45.9322110343277
"MT-CO1",349978.626487634,361205.500678924,114463.581213969,114551.10663536
"EEF1A1",299188.009581595,304179.394710525,160538.920130737,161217.467509387
"COL6A3",304466.242499532,300374.285813097,730.47289746334,733.384302848098
"IGFBP5",260255.18000329,252396.487825508,1525.62308272291,1523.41833263853
"MT-ND4",145154.010491492,165769.044407865,69445.1452707179,69633.2319280408
"COL6A1",211821.010123052,217156.800385931,2402.95146894711,2409.91000560106
"MT-RNR2",86787.3317269334,106401.831262874,117249.270044816,117392.013887834
"COL6A2",208715.554230564,202576.379707806,2768.18791767878,2775.07108332396
"ACTB",131654.916777627,128316.511889361,72273.4450205838,70606.2292651179
"AHNAK",191270.812069407,189966.53125746,3675.95267463062,3685.29439865422
"EEF2",130902.000038593,127050.733410373,58849.4837111585,58694.4758702156
"FLNA",169139.228338967,160340.577850077,21844.1832712266,21783.3510830299
"MT-CO3",126121.369532959,130408.868331086,57144.2860411425,57248.3767594849
"MT-CO2",104372.757292616,117938.942169103,73286.215256546,73407.3286013613
"SPARC",148682.819221672,153472.725529592,3802.26361315032,3826.91871601007
"COL3A1",135422.105721031,139950.791051398,9118.73667000069,9117.54389031404
"LRP1",137630.053597612,141628.56293501,3959.01092239766,3948.63907525104
"COL12A1",136257.087779372,133770.889982031,0,0
"ACTG1",96318.6323835333,92693.3337335294,39529.9973917896,39536.9161846481
"FBLN1",120216.574415238,130524.174661311,5459.52399927027,5452.15344977469
"THBS1",127485.216982387,120916.17752705,27.3927336548752,29.0904003217409
"MT-ND5",78907.7584493916,92847.5073660776,36990.0822545681,37352.8395499658
"MT-ATP6",74494.4679444633,86122.1684874435,34215.8070627438,33411.8558432205
"MT-CYB",71029.4877959658,84855.0944317117,27941.3492372409,28092.9058054454
"PKM",69620.0485024793,70161.9585768497,33042.4849711933,33119.420766302
"RGS5",74.2495746106597,108.828446504577,101671.93550641,101565.305039105
"FTL",90446.4028687113,95805.3090728627,6577.29971424282,6581.32030436858
"LAMC1",81467.4148372854,83467.5317387783,5452.67581585656,5453.68452347584
"RPL13A",48306.512716872,50498.990331612,38263.0834602516,38355.6928242153
"RPL4",45344.3454771415,45955.4026900459,41571.516958346,41606.9278285951
"RPL3",51608.6648508724,49776.058508403,36352.440287824,36348.4552020152
"SCD",71649.5368751706,72553.5932464621,14889.4725599611,14905.7680174899
"HSP90AB1",21663.9416728049,22478.2565101716,58359.4581424435,58537.5408158483
"FBN1",76599.5085158813,75265.2353718679,3779.43633510459,3782.51757867688
"HSP90AA1",16359.6562725487,20816.0315474886,60264.7749499937,60508.7982060716
"ANXA2",72713.7807779234,71680.3745209373,6046.18504504552,6031.6648456578
"APP",62395.6951552737,61845.6514564582,15918.2218905553,15972.1608503369
"RPLP0",37238.1156034198,37119.5692952695,39526.9537547168,39468.0178680966
"RPS2",34239.4748884419,34541.3715745063,42204.5934694808,41927.6877689849
"GAPDH",40928.4497239812,43506.7626436929,34184.6097827479,34289.9266108267
"MT-ND1",45276.6090231107,49281.148192156,26342.6788647717,27276.0779858849
"COL5A2",70780.6865898143,70358.8862419532,3160.05619079714,3148.65306640316
"GNAS",28833.5848071395,27949.4771005148,45151.5950651845,45106.1967725603
"COL5A1",72018.179499992,69887.2963071,2254.57416164987,2239.96082477405
"HSPA8",28137.9835292081,29441.9815097204,43867.9411297463,44005.3547814376
"MT-ND2",35689.2955295238,42580.4252716599,33258.5832033595,33286.3077997267
"SEPTIN11",62471.2473540003,64838.4337353341,7224.07259220516,7232.79216420546
"MYH9",64601.0377836219,57701.1014520756,8922.42207880742,8927.69075137215
"MRC2",63680.0825336265,63147.7060842808,4174.34824529571,4162.98939341123
"FAT1",64426.486152081,62883.408428484,1823.13860658559,1822.74324121224
"MMP2",53743.6657769578,53973.7271592938,9877.3632103871,9870.06661442644
"HDLBP",51522.6916592179,49516.9431595826,13045.7894031343,13047.0445443008
"PSAP",52503.5676185482,52181.9445222006,11202.8671555758,11217.4114714334
"SULF1",63605.8329590158,61568.3980332204,0,0
"HNRNPA2B1",11242.948744993,11670.5553108718,49266.5923875613,49404.6861885228
"LUM",54882.1592543213,61523.0528471768,271.644608744179,270.234508251961
"ITGB1",48626.9582494022,48113.83354572,9938.99686111057,9978.77284720769
"PTMA",9806.15434507098,9000.37164127734,49054.298701736,48721.0617809619
"PABPC1",35587.6908484776,36975.7602766742,20862.6103152603,20879.2520625042
"DDX5",28982.0839563608,28938.0021562647,27388.9291085343,27485.8350829417
"TPM4",43997.4321412218,42449.5720205056,12781.7538870721,12776.8100360488
"ENO1",20586.6715288924,20344.4416126354,35274.9927640656,35297.3731061797
"CAVIN1",55675.457340951,52631.509652404,1536.27581247759,1536.43245909826
"PLEC",50623.8810191942,47238.023666707,6058.35959333658,6079.89366724384
"RPL8",19898.8859956568,19849.5312963884,34833.6653885148,34827.3334799284
"RACK1",27903.5111883323,29184.1617376441,26118.9715399235,26044.3291933144
"TUBB",16151.2364139924,17840.091766286,36546.4721512127,36733.520237853
"RPS6",22488.502738218,21856.3796730026,30348.105252529,30368.8468621963
"RPL7A",28273.4564372696,26808.0739889608,24925.1048981319,24918.2244861228
"B2M",50612.1574021504,48148.8141178107,2943.9579586309,2955.73778005899
"CALU",42939.7013590489,46152.3303551494,7642.57268971019,7643.11991611212
"AEBP1",48587.8795259229,47379.2415318141,3272.6707624894,3252.0005412304
"PXDN",36107.4378707522,35647.7941139695,15046.2198692084,14968.5420392368
"APLP2",42874.57015325,42334.2656902805,8209.45009451247,8230.28668050095
"MT-RNR1",10435.3217930876,13946.8836502592,38526.3580670457,38444.4950988817
"PDGFRB",46844.9684587464,49303.1729968057,2259.90052652721,2267.52015139464
"TIMP2",41367.4340510653,40749.7753322436,8943.72753831677,8723.2924122694
"RPS3",15757.8439309675,15168.6125199475,33675.5614823282,33678.2626672196
"CTSB",44958.7687388124,45095.1397319621,3926.29182386545,3920.31421177987
"YBX1",14291.089176378,13565.9840874932,34813.8817475419,34918.4323651465
"VIM",43245.8180263034,46933.563131843,3588.44810878866,3564.33957626383
"CALR",34660.2224779023,36177.6850023073,12447.7147183362,12488.9681802337
"DCN",47226.6373247275,48261.5292945476,106.527297546737,106.409622229526
"CAV1",45194.5437038042,48922.2734340397,789.823820382236,790.034029790436
"FASN",28586.086225104,28402.9289609505,19235.0253905998,19208.0851177053
"RPL10",24598.7538061,24606.8891007313,22741.2952984238,22646.8766504753
"RPL6",17866.7923747335,17174.1653198175,29695.2451004211,29816.8947929338
"LAMB1",37436.1144690482,37820.4763138287,9442.12310898186,9458.20778881864
"EPAS1",41540.6830584901,42285.0337740046,4729.05110180693,4760.87367370806
"LOXL2",45426.410796448,45027.7697412688,568.399223338661,565.731732572802
"FADS2",36240.3055305818,38938.5590439889,8099.11825062478,8090.19343684625
"IGFBP4",42370.4546203671,43425.1413088145,2770.47064548335,2768.18125166881
"RPL13",23402.9448676335,22944.6641380483,22442.2579560247,22393.4839529359
"LDHA",27403.3035277973,26337.7796308518,18426.1788385127,18410.3957194091
"UBC",32129.22382056,34812.1471140236,11583.3217896713,11434.0584001453
"SRRM2",28010.3263658424,27914.496528424,16548.2547646174,16508.8021825879
"WNT5A",43352.6332038134,44596.3426854828,223.707324848148,222.005686665917
"RPS18",14468.2460561508,13124.1924177544,30225.5988603503,30271.6236821736
"COL4A2",40971.4363198084,38127.5280021809,3696.49722487178,3685.29439865422
"TNS3",41958.8253997186,41981.8688158847,868.958384274098,866.587714847649
"RPSA",17304.0587566316,18004.630012787,24837.6003322899,24879.1821067436
"HSPG2",40803.3978088474,42212.4814763349,891.785662319827,887.257209813096
"RPS11",17306.6640048636,17675.5535197851,24252.4611050511,24322.6368163776
"LGALS1",37285.010071595,37281.5163882823,4260.33099260129,4274.75777359476
"MXRA5",40441.268304606,42550.6270065455,0,0
"RPL19",20914.9328061185,20146.2183707878,20827.6084889235,20825.6644829642
"PPIA",16810.3642166765,15672.5918734032,24803.3594152213,25078.2216878923
"HNRNPU",10942.0425742025,11174.3494178807,29515.6705131281,29558.908874291
"HSPA5",25931.3382767439,26335.1884773636,14341.6178868636,14330.8498427102
"RPS8",18167.698545524,15676.4786036355,23554.7073061199,23420.8344064037
"TLN1",33366.7167307377,32598.0064583531,7200.48440489123,7211.35713238944
"RPS14",14706.6262693745,15097.3557990219,24993.5867322691,24975.6397499157
"TPT1",21101.2080547031,22131.0419427522,17837.9959742011,17897.4860295258
"CCND1",25274.8157222918,25471.0387890474,14016.709629346,13980.2339651482
"CCN2",41074.3436249705,37361.8421464166,104.244569742164,107.175159080098
"DKK3",37312.3651780305,37219.3287045654,1890.09862218639,1894.70370516602
"CANX",24943.9491968337,27152.697402892,13070.1384997164,13077.6660183237
"FBLN2",37456.9564549038,38206.5581835712,799.715640868719,790.034029790436
"DST",31305.9653792629,34410.518323352,5270.81850075891,5271.48675303967
"MMP14",36691.0134747097,37947.4428347507,276.970973621516,271.765581953105
"EIF4G1",21240.5888351126,20930.0423009696,15748.5391237487,15735.6099635101
"MYOF",36511.2513467049,35694.4348767572,414.695551164084,414.920973010093
"NCL",11431.8292418096,12285.9542643203,24483.7775225811,24583.6848824227
"RTN4",27420.237641305,30661.1192259205,7303.20715609702,7268.00685933178
"TPM2",36696.2239711736,32828.6191188033,1237.23847007853,1225.62449776598
"CCN1",37167.7739011571,31643.1663979499,1240.2821071513,1241.70077162799
"NPM1",14573.7586095449,14599.8543292867,20966.0939757342,21052.2633907335
"MACF1",27932.1689188838,27183.7912447504,7809.97272871221,7837.56627615744
"GANAB",24468.4913945023,24872.4823332723,10641.3161156508,10657.0384968146
"SVEP1",34868.6423364586,35660.7498814105,43.3718282868858,42.8700636320392
"P4HB",28097.6021816128,28488.4370260613,7007.21345077073,7000.06896163154
"SLC38A2",24486.728132126,32046.0907653656,6813.18158738203,6817.87119119537
"DYNC1H1",23770.2848683389,22540.4441938885,11861.053672561,11859.6968890634
"CSDE1",18227.619254859,19735.5205429074,15878.6546086094,15891.0139441762
"ACTN1",31029.8090666759,30150.6619887443,4099.0182277448,4109.40181387118
"RPL12",20353.5018121326,20411.8116033287,14035.7323610508,14059.8497976077
"MAP4",28849.2162965312,28558.3981702428,5298.21123441379,5297.51500595912
"CD44",32364.9987855518,34492.1396582304,355.344628245187,350.615877562035
"LMNA",29120.1621126543,27970.2063284204,5101.89664322051,5096.17881425865
"MFGE8",31064.9799178072,33261.3417513334,1441.16215395371,1420.83639466187
"NUCKS1",8142.70334896901,8349.99211573808,25199.0322346807,25137.1680253864
"FBN2",33210.4018368205,32542.2966583567,0,0
"FKBP10",29116.2542403064,29238.5759608964,3712.47631950379,3683.76332495308
"ACTN4",27446.2901236246,26633.171128507,5409.30398756967,5366.41332251062
"NONO",11727.5249161363,11573.3870550641,20756.0830177135,20703.9441237232
"FKBP9",30210.4584977267,28755.3258353463,2900.58613034401,2838.61064192145
"VCL",29250.424524252,28927.6375423119,3100.70526787824,3109.61068702398
"RPL7",13361.0155575708,14259.1176455878,18229.8642473195,18301.6894866279
"ANPEP",30718.4819029575,32813.0721978741,261.752788257697,255.689308091091
"FSCN1",10525.20285709,10777.9029341854,21358.7231581208,21319.4357515832
"MT-ND6",22233.1884114867,24582.2731425934,8500.11743496143,8387.9872717188
"YWHAE",11713.1960508606,11416.6222690278,20134.4201456015,20376.2943516783
"ILF3",9205.64462760583,8414.77095294319,22995.4389939996,22999.789138589
"RPL27A",12533.8492439257,11350.5478550786,19827.7737105205,19743.1953762552
"PLXNB2",26001.6799790066,25452.90071463,5868.13227628883,5857.88798057792
"HNRNPK",11420.1056247658,10808.9967760439,19913.7564578261,19950.6558627602
"SERPINH1",27926.9584224199,28821.4002492955,2488.1733069845,2482.63600640541
"ANXA5",26432.8485613948,28444.3874167618,3077.87798983251,3093.53441316197
"SPTAN1",21325.259402651,20370.3531475174,9647.56861139342,9624.32928539279
"CD63",26943.4772148576,26287.2521378318,3830.41725607339,3826.91871601007
"CDKN1A",28213.5357279347,28891.361393477,1798.78951000347,1800.54267254564
"ACLY",19398.6783351218,19046.2737150451,11088.7307653471,11104.1120175487
"BSG",20396.4884079598,20490.8417847189,9862.14502502328,9887.6739619896
"ATP2B4",28384.1794871276,28598.5610493099,1387.13759591215,1368.01435197239
"GNB1",13211.2137842335,13823.8038595695,16258.3483334366,16303.6383066346
"L1CAM",25973.0222484551,25496.9503239295,4041.18912336229,4046.62779212427
"ATP2A2",20120.3320953728,20442.9054451872,9362.98854509,9385.48178801429
"PAM",26540.9663630209,26504.9090308409,3106.03163275558,3122.62481348371
"TKT",24377.307706384,24032.9486030941,5373.54125196469,5385.55174377492
"PRPF8",15055.7295324562,15159.5434827388,14474.0160995288,14454.1012756523
"RPL18A",11852.57683127,11586.3428225052,17672.8786630037,17768.8758386297
"RPL11",12201.6800943517,11989.2671899209,17335.7958571951,17353.189328769
"RPL23",10887.3323613315,9607.99713426123,19117.8453632983,19090.9579795677
"EIF4G2",17055.2575504801,17171.5741663293,12013.9964354674,12358.8269156364
"ASPH",27412.4218966092,26525.6382587466,2264.46598213635,2282.06535155551
"HNRNPC",10043.2319341787,9935.77805051907,19272.3099447411,19165.2150540732
"SEPTIN9",18189.8431554956,17893.2104127942,11220.3680687442,11092.6289647901
"TMBIM6",22076.8735175695,23267.2627473298,6400.00785475432,6396.06038653013
"YWHAZ",12932.4522234145,13998.7067200233,15566.681808651,15624.6071201771
"TTYH3",14952.8222272941,15497.6890129494,13668.9740937827,13713.8271411491
"FHL1",26115.0082770966,25108.2773006989,3190.49256152478,3195.35081428806
"PCOLCE",20569.7374153847,21218.9559149043,7855.62728480367,7843.69057096202
"RPS19",13505.6068344442,12611.1440270899,15617.6627296198,15618.4828253726
"SLC25A6",10134.4156222971,10485.1025900184,18145.4033185503,18144.7544322606
"SFPQ",9799.6412244911,10794.7454318588,17987.1341907666,18051.3589364908
"GRN",25201.8687717971,28211.1836028234,1499.75216760442,1501.21776397194
"SERPINE1",26686.8602640103,23365.7265798815,3176.03528542915,3167.02595081689
"RPS9",9638.11583411002,9801.03806913245,18377.4806453485,18400.4437403517
"COL16A1",28214.8383520507,27459.7490912442,165.878220465633,161.528275470719
"BGN",25578.3271413143,27651.4944493713,1267.67484080617,1292.22620376575
"MAGED1",20171.1344358959,20292.6185428713,7658.5517843422,7656.13404257185
"YWHAQ",7245.19533306121,7453.45300881943,20531.6147835972,20426.0542469655
"LAMB2",25491.0513255438,26665.5605471096,1523.34035491834,1533.37031169597
"CYBRD1",25875.3254397569,28779.9417934842,201.640956070609,201.33619170047
"SF3B1",13889.8809486573,15738.6662873524,12635.6593075794,12665.0416558653
"CD81",23492.8259316359,24181.9399286658,3612.79720537077,3619.45822950502
"DDX3X",12410.099952908,12836.5743805637,14846.8616409424,14803.9516163638
"SH3PXD2A",24989.5410408929,24724.7865844446,2584.80878404476,2555.36200720976
"MARCKS",11681.9330720771,20072.370496374,11684.5227223407,11251.8606297091
"EIF3A",14788.691588681,14406.8133944154,12634.137489043,12609.1574657735
"PRRC2A",14874.6647803355,15080.5133013485,11858.7709447564,11897.2081947414
"DDR2",20164.621315316,22676.4797520192,5359.08397586907,5395.50372283236
"RPLP1",11072.3049858001,10126.2278319021,15963.1155373785,15978.2851451415
"SNRNP200",8236.49228531932,8349.99211573808,18139.3160444047,18111.836347686
"RND3",23926.5997622561,24869.8911797841,2023.25774411981,2014.12745385527
"MYLK",25907.8910426563,25340.1855378931,776.88836282299,766.3023874227
"CLIC4",20745.5916710415,21621.8802823201,5068.41663542011,5093.88220370694
"RHOA",18399.5656381679,17872.4811848886,8071.72551696991,8101.67648960483
"RPL29",9596.43186239877,9466.7792691541,16737.721172397,16570.8106674843
"HUWE1",17146.4412385985,16921.5278547176,9108.84484951421,9116.0128166129
"DDX17",20647.8948623433,19997.227045216,5856.71863726597,5782.86536922185
"RPS5",8183.08469656428,8020.91562273615,17999.3087390576,18005.4267254564
"TPI1",8171.36107952049,8308.53365992682,17799.9505107916,17817.8701970663
"ATP5F1B",10535.6238500178,10316.6776132851,15591.7918145014,15584.7992039474
"EGR1",22187.5965674275,17568.0206500246,6129.12415527834,6128.88802568046
"COL4A1",24207.966571307,22223.0278915835,2762.10064353325,2763.58803056538
"PEA15",20935.7747919741,21798.078719518,4493.16922866773,4531.978155387
"GATA2",2770.68149468198,2889.1361393477,23008.3744515588,23048.0179601751
"GJA1",24584.4249408242,26466.0417285179,310.450981421919,310.042424481712
"SET",7706.32427011689,9023.69202267118,17257.4222025714,17371.5622131827
"HNRNPH1",8960.75129380224,8589.67381339698,16922.6221245674,16879.3220182648
"CKAP4",22088.5971346133,24297.2462588909,2466.86784747515,2465.02865884225
"ALDH1A1",27042.4766476718,24108.092054252,0,0
"CAPN2",21383.87748787,20937.8157614342,4376.75011063451,4385.76061692772
"FBLN5",24189.7298336833,25829.9135471637,510.570118956147,511.378616182181
"STMN2",483.273547027276,562.280306940315,25023.2621937285,24972.5776025134
"RPL10A",12816.5186770926,12545.0696131407,12809.9075299951,12815.0868785774
"GSN",25346.4600486705,24237.6497286622,475.568292619362,477.694994757008
"NDST1",21321.3515303031,20499.9108219277,4318.16009698381,4323.75213203138
"STMN1",2667.77418951984,2468.07369751452,22656.8343696546,22558.0743758089
"PRKDC",9941.62725313254,9363.13312962593,15447.2190535451,15448.5336445455
"ANTXR1",20689.5788340545,22347.4032590173,3590.73083659323,3542.13900759724
"RPL28",14315.8390345816,15254.1205850582,10094.2223518215,10108.1485749544
"RPS16",8132.2823560412,7756.61796693932,16861.7493831121,16893.1016815751
"NORAD",15847.7249949699,15704.9812920058,9051.77665439989,9014.96195233738
"AP2M1",17634.9252820897,17854.3431104711,7036.88891223017,7055.9531517233
"RRBP1",24663.8850118988,21899.1337055579,1507.36126028633,1490.50024806393
"RPS7",5671.62540096162,5409.0329066263,19125.4544559803,19322.1501084405
"SERPINE2",23335.2084136028,25398.4864913777,322.625529712975,323.82208779201
"KPNB1",8344.61008694537,7389.96974835842,16844.2484699437,16622.8671733232
"RPS20",7409.32597167425,6709.79195770482,17478.0858903468,17546.8701519637
"RPL37A",7939.49398687668,7051.82421814777,17061.1076113781,17071.4717677585
"IGF2R",19448.1780515289,18465.8553336873,5550.072202185,5535.59696648706
"UCHL1",10237.3229274592,10294.6528086354,14217.5896761484,14212.1916308716
"RPS27",6621.23838150848,5874.14495775896,18210.8415156147,18241.9776122832
"ADAR",13264.6213729886,14132.1511246658,10672.5133956467,10690.7221182398
"RPL18",10331.1118638095,10032.9463063267,14151.3905698158,14129.5136510098
"TXNRD1",18980.5359938934,18607.0731987945,5480.06854951143,5473.58848159071
"ECE1",21764.2437297351,22142.7021334491,2314.68599383696,2318.81112038298
"MAP4K4",15383.9908096823,15655.7493757299,8709.36748371395,8707.98167525795
"UBR4",16674.891308615,16924.1190082058,7408.97354437556,7437.19050330822
"RBFOX2",13505.6068344442,14068.6678642048,10377.2805995886,10414.3633151832
"ARF1",15047.9137877604,15701.0945617734,8713.1720300549,8719.46472801654
"PRRC2C",14046.1958425744,14583.0118316133,9684.09225626659,9687.10330713971
"LRP10",22294.4117449376,23659.8225007927,1019.61841937591,1017.39847441036
"XRCC5",7473.1545533571,7444.38397161071,16445.5320134116,16482.0083928179
"H3-3B",5915.21611064922,6207.1081809932,17754.2959547001,17755.8617121699
"RPL14",12175.6276120322,10749.4002458152,12357.1665154215,12317.4879257055
"LY6E",20745.5916710415,24359.4339426078,1236.47756081034,1237.87308737513
"RPL37",7017.23611276533,6542.66255771565,16857.9448367711,16877.0254077131
"SERBP1",6950.80228285053,6372.94200423827,16951.5366767586,17014.8220408161
"MXRA8",22872.7768524311,23961.6918821685,225.22914338453,222.005686665917
"YWHAG",5332.94313080773,5416.80636709091,18220.7333361012,18286.3787496164
"HMGB1",3385.52007742289,3729.96544626997,20130.6155992605,19989.6982421394
"HDGF",8919.067322091,8984.82472034812,14638.3725014581,14598.0222035599
"RPS24",11552.9732845955,10836.20388767,12233.1383047064,12341.9851049238
"DHCR24",19257.9949305964,19657.7859382613,4028.25366580304,4019.83400235424
"MYO1C",20823.7491180001,19748.4763103484,3182.12255957467,3170.85363506975
"PTBP1",10325.9013673456,10136.5924458549,13127.2066948308,13138.9089663694
"PDIA3",16028.7897470907,16707.7576919408,6691.43610447147,6738.25535873587
"EMILIN1",14209.0238570715,14411.9957013918,8712.41112078671,8710.27828580967
"CCDC80",22203.2280568192,22771.0568543387,528.83194139273,532.813647998201
"TPM3",9451.84058552538,9044.42125057682,13697.888645974,13771.242404942
"CTSK",22517.1604687695,22522.306119471,193.270954120509,195.211896895893
"MYL6",18277.1189712661,16696.0975012439,5104.17937102509,5174.26357301701
"LMO7",21645.7049351813,21901.7248590461,769.27927014108,779.316513882426
"RPS15",8470.96462619509,7589.48856695015,14505.9742887928,14499.2679498361
"PFN1",12044.0625763186,12599.483836393,10193.9014659545,10192.3576285173
"CTNNA1",16502.9449253061,15680.3653338678,6346.74420598096,6342.47280699008
"ATF4",17417.3870547216,18274.1099755602,4496.2128657405,4400.30581708859
"SLC25A3",14685.7842835189,14291.5070641904,7742.25180384321,7748.76400149108
"NAP1L1",5065.90518703255,6743.47695305147,16304.7637987963,16322.7767278989
"HSPD1",3471.49326907733,3824.54254858942,18542.597956546,18589.531342443
"SLC38A1",12993.6755568654,13699.4284921357,8761.87022321912,8797.54948677489
"CYB5R3",20655.7106070391,21322.6020544325,1126.14571692265,1127.63578089274
"DDB1",11806.9849872109,11916.7148922512,10177.9223713225,10162.501691345
"ANXA1",21062.1293312238,21910.7938962549,543.289217488359,537.406869101634
"MSN",21059.5240829918,21005.1857521275,931.352944265758,937.017105100284
"ATP5F1A",10624.2022899042,10481.2158597861,11264.5008062993,11264.1092193183
"TTC3",12229.0352007872,14342.0345572103,8520.66198520258,8503.5833361552
"MT-ND3",5558.29710287166,5354.61868337401,16316.9383470874,16317.4179699449
"TGFBI",21219.7468492569,21922.4540869518,146.094579492668,142.389854206416
"GNS",19700.8871300284,19621.5097894264,2027.06229046077,2026.37604346442
"NFE2L1",15028.3744260207,15290.3967338931,6429.68331621377,6389.93609172555
"FUS",5560.90235110362,5585.23134382419,15811.6945930085,15739.4376477629
"AKAP12",16802.5484719807,15907.0912640857,4984.7166159191,4985.1759709257
"HNRNPA3",4419.80362550822,4049.97290206319,17032.9539684551,17045.443514839
"HMGA1",13147.3852025507,13702.0196456239,7760.5136262798,7754.88829629565
"RGS4",687.785533235584,681.473367397709,20451.7193104371,20532.463869195
"EHD2",20354.8044362486,21193.0443800223,321.864620444784,326.884235194299
"DBN1",9657.65519584966,9325.56140404697,11520.1663204114,11548.8889277311
"LARP1",12174.3249879162,12498.428850353,8637.84201250399,8607.69634783301
"LAMP1",17776.9113107311,17701.4650546671,3188.2098337202,3166.26041396632
"MEGF6",20115.1215989089,19577.460180127,996.791141330183,1003.61881110006
"CHGA",0,0,20829.8912167281,20804.9949879987
"HLA-A",19145.9692566224,18439.9437988053,2006.51774021961,1972.78846392437
"LAPTM4A",15469.9640013367,17036.8341849427,4536.54105695462,4515.90188152498
"TEAD1",15816.4620161865,17007.0359198284,4245.11280723747,4232.65324681329
"TRIO",12598.9804497246,12271.7029201352,8134.88098622976,8123.11152142085
"WDR1",16694.4306703546,15786.6026268842,4327.2910082021,4316.09676352566
"DPYSL3",15338.3989656231,15644.089185033,5037.21935542428,5061.72965598291
"TCF4",6662.92235321972,6919.67539024936,13691.0404625603,13679.3779828734
"IGFBP3",19364.8101081064,20629.4684963379,429.913736527903,433.293857423824
"TGOLN2",16066.565846454,16692.2107710116,4036.62366775314,3999.1645073888
"PTK7",16259.3542156185,15633.7245710801,4446.75376330808,4443.9414175712
"BTF3",8299.01824288619,7689.24797624601,12348.7965134714,12373.3721157973
"RPS25",4075.91085889042,3534.33335791055,16504.1220270623,16522.5818458982
"LSS",17434.3211682293,17534.3356546779,2828.29974986587,2837.84510507088
"GPNMB",19033.9435826484,21156.7682311874,215.337322898047,213.584781309624
"PARP1",3238.32355231754,3271.33127885782,17032.9539684551,17044.6779779884
"PLOD1",17023.9945716967,18585.0483941447,2375.55873529224,2380.05406842875
"SEPTIN2",12639.3617973198,12374.0534829192,7516.26175119049,7546.66227294004
"COPA",13053.5962662004,12556.7298038376,7210.37622537772,7219.01250089517
"SEC31A",15581.9896753107,15935.5939524559,4236.74280528737,4246.43291012359
"GPC1",18885.4444334271,18766.429138319,1110.16662229064,1110.79397018016
"HNRNPD",3979.51667430816,4293.54132995439,15793.432770572,15767.7625112341
"ITM2C",13291.9764794241,13747.3648316675,6395.44239914518,6392.99823912784
"CAP1",13278.9502382643,13160.4685665892,6700.56701568976,6675.48133698895
"UBA1",11097.0548440037,11167.8715341602,8761.10931395093,8750.85173888999
"MAP1B",7269.94519126477,7488.43358091018,12495.6520022323,12516.5275068543
"AGRN",16710.0621597464,17373.6841384093,2847.32248157064,2829.42419971458
"CAPRIN1",9561.2610112674,9937.07362726317,10056.176888412,10089.0101536901
"NOTCH2",16631.9047127878,16956.5084268084,3006.35251862256,2995.54569628874
"SPTBN1",11735.3406608322,11389.4151574016,8200.31918329418,8221.10023829408
"SCRN1",9975.49548014793,9746.62384588016,9893.34230501911,9896.86040419647
"ADAM33",20270.1338687101,18921.8983476113,25.8709151184933,26.0282529194523
"CTTN",15296.7149939119,13584.1221619106,5174.94393296685,5167.37374136186
"MCM7",1854.93674115052,1875.99512545985,17701.7932151949,17714.522722239
"SQSTM1",18585.8408867525,17406.0735570118,1568.23400174161,1569.35054367286
"NES",9294.22306749222,9841.20094819961,9970.1941411064,9994.08358421913
"MORF4L1",11090.5417234238,10855.6375388316,8569.36017836681,8564.06074735039
"GARS1",13840.3812322502,14467.7055013882,5319.51669392313,5352.63365920032
"EIF4H",9291.61781926027,8265.77962737145,10735.6688649065,10685.3633602858
"DHX9",5814.91405371903,6431.24295772286,13265.6921816415,13334.8864001159
"RPN2",13865.1310904537,14022.0271014171,5425.28308220168,5444.49808126897
"RAN",6337.2663242256,6006.29378565737,13190.3621640906,13219.2903356795
"GLG1",15165.1499581982,15276.145389708,4064.77731067621,4058.87638173342
"NIBAN2",17083.9152810316,17430.6895151498,1999.66955680589,1992.69242203925
"NID1",15682.2917322409,16313.9023617337,3230.8207527389,3244.34517272468
"NCOR2",14373.1544956845,13858.7844316602,5130.81119541177,5104.59971961495
"TRIM28",6592.58065095699,5897.4653391528,12950.6757446105,13009.5332386227
"RPL21",7094.09093560794,8074.03426924434,11488.2081311474,11609.3663389263
"PRRC2B",9945.53512548047,9948.73381796009,9159.825770483,9172.66254355524
"PLD3",15595.0159164705,16307.4244780132,3112.8798161693,3115.73498182856
"PRKCSH",12206.8905908156,12634.4644084838,6620.67154252971,6645.62539981664
"PGRMC1",16751.7461314576,17355.5460639918,1972.27682315102,1965.89863226922
"QSOX1",15812.5541438386,15749.0309013052,3131.90254787407,3118.03159238028
"HLA-C",18619.7091137679,17639.2773709502,744.930173558968,741.805208204392
"MASP1",18564.9989008969,19175.8313894553,0,0
"TMSB4X",12234.2456972512,10608.1823807081,7409.73445364375,7447.14248236566
"RPL9",5844.87440838649,5263.92831128686,13217.7548977455,13345.6039160239
"MORF4L2",10867.7929995918,11123.8219248607,7787.90635993467,7839.86288670916
"IQGAP1",15265.4520151284,15375.9047990038,3481.15990197373,3493.91018601119
"SLC2A1",16140.8154210646,15799.5583943252,2805.47247182014,2787.31967293312
"CTNNB1",9015.46150667326,8698.50225990155,9884.97230306901,9872.36322497816
"CCT3",5636.45454983025,5275.58850198378,13239.821266523,13300.4372418401
