"SYMBOL"
"SORL1"
"CD63"
"LAMP1"
"HGS"
"PRKAR1A"
"B4E1E2"
"RAB27B"
"CHMP2A"
"CST7"
"LRAT"
"NAPSA"
"EGFR"
"CD74"
"CTSL"
"SFTPB"
"CTSH"
"PGA4"
"PGA3"
"PGA5"
"SFTPC"
"CD79A"
"TPT1"
"SLC2A4"
"CRHBP"
"PRKAR1B"
"SFTPD"
"PMEL"
"NSG1"
"RAB27A"
"GFRA1"
"BACE1"
"CHMP4BP1"
"RAB11A"
"ZP2"
"BST2"
"LRRK2"
"ECPAS"
"STEAP3"
"CD300LG"
"CHMP1B"
"LAPTM4B"
"SFTPA2"
"SFTPA1"
"SLC17A8"
"CHMP7"
"CHMP4C"
"GIMAP5"
"CHMP6"
"NEDD4L"
"ABCA3"
"TSG101"
"CHMP4A"
"CHMP4B"
"CHMP1A"
"ABCB6"
"VTA1"
"ATP13A2"
"NDFIP2"
"LC27"
"CHMP5"
"TMEM9"
"HDAC6"
"CHMP2B"
"NSG2"
"CHMP3"
"escrt-iii_human"
