"SYMBOL"
"NTF5"
"CSF1"
"TGFB1"
"PDGFB"
"TDGF1"
"PTN"
"hCG_2045882"
"PDGFA"
"GDF11"
"KITLG"
"VEGF"
"BMP7"
"MDK"
"RABEP1"
"FGF8"
"BMP4"
"FGF2"
"VEGFA"
"IL7"
"Lefty1"
"A0A0B4U6M2"
"FGF13"
"BDNF"
"GDF6"
"GDNF"
"BTC"
"A0A0Y0IMM4"
"A0A0Y0J542"
"A0A1U9WZ84"
"BMP15"
"AMH"
"A0A384NYY3"
"A0A3B3ISS9"
"NRG1"
"TGF-beta1"
"FGF5C"
"FGF5B"
"FGF1A"
"FGF6A"
"FGF6B"
"FGF2B"
"FGF1D"
"FGF1B"
"FGF5D"
"FGF8B"
"FGF7B"
"FGF6C"
"FGF7A"
"FGF5A"
"FGF8A"
"FGF4C"
"FGF3A"
"FGF8C"
"FGF4A"
"FGF4B"
"GDF8"
"BMP6"
"LEFTY2"
"A1Z2K1"
"A2NWD3"
"BMP8A"
"INHBA"
"TGFB3"
"OGN"
"A8K147"
"A8K673"
"A8K694"
"A8K6C9"
"A8K6K9"
"A8K852"
"A8K878"
"IL4"
"IGF2"
"B2R7T2"
"B2R8C7"
"B2R9K6"
"B2RBW9"
"B2RC63"
"B2ZPJ8"
"B3KQF4"
"B3KRW4"
"B3KVH9"
"RABEP2"
"B4DI63"
"B4DMM4"
"B4DTX0"
"B4DUF7"
"GDF9"
"B4E3A5"
"FGF1"
"INHA"
"B7Z1C3"
"BMP2"
"FGF12"
"IL5"
"ARTN"
"GDF5"
"AREG"
"BMP3"
"IL12A"
"TGFA"
"NRG2"
"F6MF51"
"INHBE"
"PGF"
"FGF5"
"PDGFC"
"FGF20"
"PDGFD"
"FGF6"
"FGF7"
"EPGN"
"NODAL"
"FGF11"
"FGF22"
"GMFG"
"M0QZQ0"
"NTF4"
"BMP5"
"MSTN"
"EREG"
"VGF"
"FGF10"
"FGF16"
"VEGFD"
"FGF17"
"PSPN"
"LEFTY1"
"FGF18"
"DKK1"
"CSPG5"
"CCN6"
"BMP10"
"FGF19"
"F2"
"AGT"
"TIMP1"
"EGF"
"NGF"
"GH1"
"GH2"
"PPBP"
"CSF2"
"TFF1"
"IGF1"
"IL6"
"REG1A"
"GPI"
"FGF4"
"IL3"
"CXCL1"
"INHBB"
"CSF3"
"CSH1"
"CSH2"
"FGF3"
"BMP1"
"OSM"
"HGF"
"LIF"
"IL9"
"TYMP"
"NTF3"
"IL11"
"ENDOU"
"IL10"
"CNTF"
"GDF1"
"GRN"
"CCN2"
"IL12B"
"FGF9"
"BMP8B"
"THBS4"
"THPO"
"CXCL12"
"CCN3"
"VEGFB"
"VEGFC"
"HDGF"
"TDGF1P3"
"INHBC"
"GDF10"
"MANF"
"GFER"
"NRG3"
"PROK1"
"IL2"
"GMFB"
"TGFB2"
"P69208"
"JAG1"
"EFEMP1"
"IGF-I"
"CSHL1"
"Q14487"
"Q14569"
"Q16089"
"IL-2"
"MIA"
"CDNF"
"Q53FX1"
"Q53H39"
"Q53H93"
"Q59FH5"
"Q59GC5"
"Q59H07"
"DKFZp686A06204"
"Q647J8"
"Q6A549"
"fgf gene"
"Q6LBZ0"
"Q6QBS1"
"IL34"
"MACC1"
"gdf7"
"GDF7"
"FGF23"
"Q7Z532"
"Q8N6T2"
"Q8NBG6"
"GDF3A"
"Q8TDZ6"
"NRG4"
"FGF14"
"HBEGF"
"AMELX"
"NRTN"
"GDF15"
"LACRT"
"Q9HBP0"
"AMBN"
"CD320"
"GDF3"
"FGF21"
"PRED3"
"ADA2"
"CLCF1"
"FGFA"
"Q9UE57"
"BMPY"
"OSGIN1"
"GDF2"
"NENF"
"JAG2"
"OSGIN2"
"CLEC11A"
"HDGFL3"
"ANGPTL3"
"S5MI63"
"NT6-gamma"
"pdgf-aa_human"
"pdgf-ab_human"
"pdgf-bb_human"
