"SYMBOL"
"CLN8"
"CLN3"
"BECN1"
"CLN6"
"TMEM106B"
"GBA"
"LYST"
"AP3B1"
"A0A140VJE4"
"A0A1B0GU22"
"A0A1B0GVJ0"
"A0A1B0GW94"
"A0A1B0GWJ7"
"CLVS1"
"LAMTOR1"
"TPP1"
"CLN5"
"SNAPIN"
"ABCA1"
"HEXB"
"GAA"
"ACP2"
"ACP3"
"ARSB"
"TFEB"
"GRN"
"MTOR"
"PPT1"
"NAGLU"
"WASHC5"
"MYO7A"
"MBTPS1"
"GNPTAB"
"LRRK2"
"CLVS2"
"HOOK3"
"FHIP1B"
"MFSD8"
"TPCN2"
"HPS1"
"HOOK2"
"SPG11"
"VPS35"
"ZKSCAN3"
"ACP4"
"AKTIP"
"HPS4"
"CHMP5"
"VPS18"
"HOOK1"
"NAGPA"
