"","Fibroblast_1","Fibroblast_2","SH-SY5Y_1","SH-SY5Y_2","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LINC02495",0,0,364.912237842987,365.114786181637,182.506756006156,10.580155235194,1.46463378428835,7.22375473561452,5.05714323096104e-13,1.495829338813e-12
"LINC02575",0,5.16037151824439,454.419013162965,439.675068833466,224.813613378669,7.43030053925799,0.757332859054583,9.81114241964043,1.00820590015519e-22,4.14408736888572e-22
"LINC02593",89.8649730875495,76.1154798941047,455.949043510315,471.958902559,273.472099762742,2.48321677237552,0.24151487386384,10.2818378539099,8.50893458853253e-25,3.70838452788392e-24
"LINC02600",2.60478182862462,0,40.5458042047763,41.507786218544,21.1645930629862,4.98281685749314,1.25477813316053,3.97107402959153,7.15493399897257e-05,0.000137015896987879
"LINC02607",1.30239091431231,0,338.901721938036,341.286242241362,170.372588773428,9.03540371527082,1.46433678126351,6.17030442100523,6.81586366834373e-10,1.75156042583068e-09
"LINC02609",1.30239091431231,7.74055727736658,62.7312442413521,57.6497030813111,32.3559738785855,3.73163301775438,0.816773890455181,4.56874670133588,4.90649312834369e-06,1.0243623760515e-05
"LINC02616",0,0,19.8903945155507,19.9852304015212,9.96890622926796,6.38578489336788,1.7974476038062,3.552695989494,0.000381304855422529,0.000687482129988985
"LINC02623",0,0,106.337109140829,105.306790961862,52.9109750256725,8.79384782797134,1.51519440960295,5.80377525962211,6.48381709141057e-09,1.5879041020983e-08
"LINC02691",1.30239091431231,0,589.826698903445,585.720983306121,294.212518280969,9.82475314727754,1.45494797075362,6.75264912888162,1.45169721084829e-11,4.0389738311875e-11
"LINC02735",0,0,120.872397440654,119.911382409127,60.1959449624453,8.97994675375168,1.50666422006654,5.96015132910973,2.52004453644357e-09,6.29974041903997e-09
"LINC02750",0,0,19.1253793418756,23.0598812325244,10.5463151436,6.46699603452701,1.78075810175439,3.63159714289986,0.000281672590085308,0.000513572439077711
"LINC02775",0,0,17.5953489945256,17.6792422782687,8.81864781819858,6.20890660608681,1.83932317557945,3.37564746017557,0.00073642216260354,0.00129583443945903
"LINC02808",0,0,16.8303338208506,18.4479049860195,8.81955970171753,6.20904575881632,1.83955636108962,3.37529520168576,0.000737365501764126,0.00129709121511775
"LINC02816",0,0,14.5352882998255,13.0672660317638,6.90063858289733,5.85509044090219,1.93708628593075,3.02262758423737,0.00250590424570832,0.00419892242591852
"LINC02818",0,0,15.3003034735005,19.2165676937704,8.62921779181772,6.17755330681088,1.84885167008738,3.34129200668592,0.000833894699396923,0.00145888623553331
"LINC02820",0,0,19.8903945155507,22.2912185247736,10.5454032600811,6.46687964627883,1.78006002961288,3.63295593333738,0.000280192884173891,0.000511148866252349
"LINC02848",0,0,222.619415539432,217.531546293481,110.037740458228,9.85020764246736,1.4783709777275,6.66287947400642,2.68513863075628e-11,7.3710028292815e-11
"LINGO1",0,2.58018575912219,196.608899634482,194.471665060956,98.4151876136399,7.23736091577004,1.07569214069009,6.72809686154911,1.71896485283692e-11,4.76729246580377e-11
"LINGO2",0,1.2900928795611,171.363398903206,168.337132997428,85.2476561950488,8.03389243704211,1.48639526159053,5.4049502475172,6.4826384478685e-08,1.50658362614393e-07
"LINGO4",0,0,67.3213352834022,66.10499286657,33.3565820374931,8.12825366913325,1.555990173045,5.22384640336553,1.75244160227143e-07,3.99134614093844e-07
"LIPT2",16.93108188606,15.4811145547332,75.7365021938275,71.4856318208257,44.9085826138616,2.18352517941963,0.564201934837459,3.87011288794797,0.000108784968383378,0.000205586280518893
"LLGL2",18.2334728003724,38.7027863868329,201.964005850207,197.546315891959,114.111645232343,2.80966907524702,0.399679441351663,7.02980635117255,2.06820377455367e-12,5.9637305444855e-12
"LMBR1",871.299521674936,986.921052864239,3416.55776563266,3428.23567656863,2175.75350418512,1.88097154275714,0.09840199556718,19.1151768001797,1.88779255799381e-81,1.96821785174751e-80
"LMCD1-AS1",13.0239091431231,20.6414860729776,138.46774643518,142.202600933901,78.5839356462952,3.05869960050082,0.471726336263158,6.48405519337909,8.92895331532818e-11,2.3855488926779e-10
"LMNB1-DT",1.30239091431231,0,35.1906979890512,33.8211591410358,17.5785620110998,5.73398298437603,1.64454366443425,3.48667117108661,0.000489072294608103,0.000874266272142303
"LMNB2",3591.99414167335,3373.59288005227,10899.9361945218,10878.1146400895,7185.90946408423,1.64459195662928,0.0678246688445553,24.2476960764594,6.99274352472092e-130,1.13541831762773e-128
"LMNTD1",26.0478182862462,21.9315789525387,227.974521755158,237.516776695002,128.367673922236,3.27860049979079,0.377140215235871,8.69331979815594,3.51999771232668e-18,1.26232350393066e-17
"LMO1",0,2.58018575912219,2090.02145448017,2113.05378360699,1051.41385596157,10.662957238354,1.02665336482826,10.3861318763006,2.86747601248507e-25,1.26234350948798e-24
"LMTK2",975.490794819921,1093.99876186781,2357.01175009275,2353.64521113299,1695.03662947837,1.18656699980418,0.104135385348758,11.3944649633769,4.45558621655479e-30,2.20365976418074e-29
"LMTK3",27.3502092005585,18.0613003138554,315.18625155411,306.696420392575,166.823545365275,3.77641217249058,0.358966494997139,10.5202358022876,6.96989307913945e-26,3.12010184649722e-25
"LONRF2",141.960609660042,187.063467536359,414.638224131864,423.533151970699,291.798863324741,1.34878073106215,0.225854712394607,5.97189545775601,2.34512796265488e-09,5.86938598846602e-09
"LPAR2",233.127973661904,214.155418007142,489.609711152016,488.869482129518,356.440646237645,1.12943453052672,0.195499382024855,5.77717698556777,7.59643682524091e-09,1.85210857077077e-08
"LRFN1",1.30239091431231,2.58018575912219,453.65399798929,452.74233486523,227.569727381989,7.86480592558445,0.863260194453462,9.11058563352818,8.19384622149449e-20,3.08842175379189e-19
"LRFN2",0,0,325.131448811886,323.606999963093,162.184612193745,10.4098431877704,1.46725139198297,7.09479182957304,1.29546335109508e-12,3.77007360435209e-12
"LRGUK",26.0478182862462,16.7712074342943,355.732055758887,346.666881195617,186.304490668761,4.03697249194756,0.354615216062286,11.3840926984884,5.01878780097574e-30,2.47788058173756e-29
"LRP1B",59.9099820583663,67.084829737177,183.603641682006,180.635736321441,122.808547449748,1.51998998845444,0.330584130417559,4.59789157614597,4.26787984497071e-06,8.95548199740333e-06
"LRPPRC",3166.11231269323,3488.41114633321,9119.74588537998,9122.48901558667,6224.18958999827,1.45482740285773,0.0728076336392623,19.98179765141,7.93158132313147e-89,8.92710253095195e-88
"LRR1",102.888882230673,127.719195076549,348.846919195812,335.905603287106,228.840149947535,1.56990554782132,0.249961857924321,6.2805804087783,3.37311367328386e-10,8.77185157358031e-10
"LRRC10B",0,0,39.0157738574263,38.4331353875407,19.3622273112418,7.34352658346624,1.63351378781621,4.49554000599136,6.93936090457851e-06,1.43257694911099e-05
"LRRC20",263.082964691087,287.690712142125,975.394346435657,966.209023642774,623.094261727911,1.81761378596764,0.156722861796943,11.5976301423249,4.23647686294433e-31,2.13508376974025e-30
"LRRC3",71.6315002871771,90.3065015692768,393.217799268963,392.017980952915,236.793445519583,2.27735734426527,0.256211977891201,8.88856704908753,6.19020273558168e-19,2.27268489539817e-18
"LRRC34",70.3291093728648,52.893808062005,195.078869287131,201.389629430713,129.922854038179,1.68626540456258,0.330112736111615,5.10815009570679,3.25328182043883e-07,7.30966244719316e-07
"LRRC37A4P",197.963418975471,147.070588269965,523.270378793717,569.579066443354,359.470863120627,1.66358122879955,0.211944954474502,7.84911928158068,4.18968996381247e-15,1.34589926887443e-14
"LRRC39",27.3502092005585,52.893808062005,134.642670566804,136.053299271894,87.7349967753155,1.75349045743562,0.42039019114302,4.17110221498737,3.03129843336602e-05,5.9746515715781e-05
"LRRC40",195.358637146847,165.13188858382,552.340955393368,549.593836041832,365.606329291467,1.6121927744533,0.200172169730425,8.05403057090535,8.01111958566255e-16,2.64298475219294e-15
"LRRC45",227.918410004654,206.414860729776,1371.67220639932,1362.83898084219,792.211114493986,2.65455979990834,0.149552642759977,17.7500026139207,1.72346004421515e-70,1.57796471110243e-69
"LRRC49",390.717274293693,478.624458317167,899.65784424183,897.029379945201,666.507239199473,1.04718066629011,0.154929583383034,6.75907495149686,1.38875543057363e-11,3.86919656050895e-11
"LRRC4B",26.0478182862462,19.3513931934165,1755.70982358418,1746.40167200985,886.877676768424,6.27031274249328,0.273240057571653,22.9479996389219,1.54282468173281e-116,2.23768867587959e-115
"LRRC4C",2.60478182862462,3.87027863868329,52.7860469835768,55.3437149580586,28.6512056022358,4.06078560145812,0.89039347716632,4.5606641396134,5.09920848778438e-06,1.06315930464682e-05
"LRRC6",37.769336515057,46.4433436641995,190.488778245081,192.934339645454,116.908949517448,2.18653240554228,0.354700500113085,6.16444692027549,7.07299171800087e-10,1.81681323863471e-09
"LRRC61",54.7004184011171,38.7027863868329,194.313854113456,181.404399029192,117.28036448265,2.00856566432545,0.355569825642424,5.64886421590043,1.61511360710731e-08,3.86407796916616e-08
"LRRC63",3.90717274293693,3.87027863868329,35.9557131627262,37.6644726797899,20.3494093060341,3.24274290826749,0.929637061933253,3.48818161522514,0.000486317625573848,0.000869433531868025
"LRRC8B",0,0,68.8513656307523,72.2542945285766,35.2764150398322,8.20897837690901,1.55010418710969,5.29575911424081,1.18522995958882e-07,2.72173413110553e-07
"LRRC9",7.81434548587387,7.74055727736658,48.9609711152016,44.5824370495472,27.2745777319973,2.58829559582514,0.747449242391216,3.46283794140287,0.00053451022362358,0.000952683559452502
"LRRCC1",115.912791373796,127.719195076549,517.150257404317,521.921978562803,320.676055604366,2.09238850592886,0.215921030068621,9.6905266951713,3.30818211032139e-22,1.33999916436199e-21
"LRRIQ1",5.20956365724924,1.2900928795611,182.073611334656,183.710387152445,93.0709137559778,5.81809694867179,0.734406878690519,7.92217109818705,2.33398837621877e-15,7.58088708772225e-15
"LRRIQ3",10.4191273144985,7.74055727736658,58.1411531993019,57.6497030813111,33.4876352181195,2.67321065446707,0.682663339484734,3.91585500473012,9.00843793049361e-05,0.000171121026519968
"LRRN2",9.11673640018618,5.16037151824439,103.277048446128,100.694814715357,54.5622427699789,3.8378493160952,0.625932471104644,6.13141112382646,8.71029904737145e-10,2.22727670913214e-09
"LRRTM4",0,0,281.525583912409,280.561888329047,140.521868060364,10.2030010858244,1.47086830566206,6.93671965501486,4.01309076433016e-12,1.14206322958082e-11
"LRWD1",505.327674753177,481.204644076289,2057.89081718582,2089.99390237446,1283.60425959744,2.0719935523523,0.116174498836308,17.8351839096098,3.76807846464296e-71,3.48378032898727e-70
