"x"
"SREBF2"
"SCARB1"
"GRAMD1B"
"EHD1"
"NR1H3"
"NR1D1"
"NPC1"
"ABCA1"
"SEC24A"
"LCAT"
"LIPC"
"CETP"
"XBP1"
"CES1"
"NR1H2"
"CAV3"
"NPC2"
"AKR1C1"
"NFE2L1"
"LDLRAP1"
"TTC39B"
"PCSK9"
"TSKU"
"ABCA5"
"MYLIP"
"LIPG"
"CFTR"
"CD36"
"STARD4"
"ABCA8"
"APOC1"
"SCP2"
"PIP4K2A"
"OSBPL5"
