"SYMBOL"
"MANBA"
"SURF4"
"SYNGR1"
"TOM1"
"CPNE3"
"DNAJC13"
"NDUFC2"
"BRI3"
"VNN1"
"RAB3D"
"SNAP29"
"PIGR"
"HLA-H"
"PSAP"
"CD63"
"GAA"
"MGST1"
"LAMP1"
"LAMP2"
"B4GALT1"
"ACP3"
"AZU1"
"FPR1"
"VAMP1"
"STOM"
"ATP6V0C"
"CEACAM8"
"CD68"
"DDOST"
"CEACAM6"
"PRCP"
"GLIPR1"
"PSEN1"
"RAB5C"
"VAMP7"
"RAP1B"
"CKAP4"
"BST2"
"IRAG2"
"C3AR1"
"LAMTOR1"
"SLCO4C1"
"RAB44"
"TMEM179B"
"ABCA13"
"NFAM1"
"LPCAT1"
"NCSTN"
"RAB37"
"ARL8A"
"CPNE1"
"VAMP8"
"MAGT1"
"DNAJC5"
"TMEM30A"
"CMTM6"
"VAPA"
"ATP11B"
"ATP8A1"
