SYMBOL
ABCB6
CHMP4B
CHMP2A
PGA5
PGA5
PGA3
PGA3
PGA4
PGA4
GIMAP5
escrt-iii_human
CTSL
LRAT
CHMP4C
BACE1
CD74
TMEM9
SFTPA1
SFTPA2
RAB27B
TSG101
CHMP7
NSG2
ZP2
SFTPC
SFTPC
SFTPC
CHMP5
CHMP1A
CD79A
SLC2A4
STEAP3
LAMP1
LAMP1
CST7
ABCA3
BST2
SORL1
SORL1
LRRK2
HDAC6
NAPSA
NAPSA
CD300LG
PRKAR1B
CTSH
CTSH
CHMP2B
CRHBP
NEDD4L
GFRA1
NDFIP2
RAB27A
CHMP4A
VTA1
LAPTM4B
LAPTM4B
LAPTM4B
ECPAS
CHMP4BP1
EGFR
CHMP3
CHMP6
ATP13A2
ATP13A2
ATP13A2
ATP13A2
NSG1
SLC17A8
PRKAR1A
GJA1
PMEL
SFTPB
SFTPB
SFTPB
SFTPB
SFTPB
HGS
CHMP1B
RAB11A
TPT1
CD63
CD63
CD63
CD63
SFTPD
