"SYMBOL"
"APOA1"
"LRRC54"
"NPC2"
"SCARB1"
"APOE"
"SOAT2"
"ABCA8"
"APOM"
"ABCA1"
"APOA2"
"APOC1"
"APOC2"
"APOC3"
"APOA4"
"SOAT1"
"ABCG1"
"APOA5"
"STX12"
"ABCA7"
"TSKU"
"ABCA5"
"ABCG4"
"ABCG8"
"ABCG5"
